날짜,시간,온도,습도
2022-11-25,11:37:49,15.50,50.70
2022-11-25,11:42:49,15.60,51.10
2022-11-25,11:47:50,15.70,51.00
2022-11-25,11:52:51,15.80,51.00
2022-11-25,11:57:51,16.00,51.00
2022-11-25,12:02:51,16.10,50.00
2022-11-25,12:07:52,16.10,50.20
2022-11-25,12:12:52,16.10,50.80
2022-11-25,12:17:52,16.20,50.40
2022-11-25,12:22:53,16.40,50.30
2022-11-25,12:27:53,16.40,49.70
2022-11-25,12:32:53,16.60,49.30
2022-11-25,12:37:54,16.70,49.60
2022-11-25,12:42:54,16.80,49.20
2022-11-25,12:47:54,16.80,48.70
2022-11-25,12:52:55,16.80,49.10
2022-11-25,12:57:55,16.80,48.40
2022-11-25,13:02:56,16.90,48.90
2022-11-25,13:07:56,16.90,49.20
2022-11-25,13:12:57,16.90,48.80
2022-11-25,13:17:57,16.90,48.20
2022-11-25,13:22:57,17.00,48.90
2022-11-25,13:27:58,17.00,48.80
2022-11-25,13:32:58,17.10,48.90
2022-11-25,13:37:58,17.20,48.90
2022-11-25,13:42:58,17.30,48.90
2022-11-25,13:47:59,17.40,48.70
2022-11-25,13:52:59,17.40,48.30
2022-11-25,13:58:00,17.40,48.60
2022-11-25,14:03:00,17.40,47.40
2022-11-25,14:08:00,17.40,48.20
2022-11-25,14:13:01,17.40,48.20
2022-11-25,14:18:01,17.40,48.10
2022-11-25,14:23:01,17.30,47.80
2022-11-25,14:28:02,17.30,48.50
2022-11-25,14:33:02,17.30,48.20
2022-11-25,14:38:02,17.20,48.40
2022-11-25,14:43:03,17.10,48.00
2022-11-25,14:48:03,17.00,48.70
2022-11-25,14:53:04,17.00,49.20
2022-11-25,14:58:04,17.00,49.30
2022-11-25,15:03:05,16.90,49.10
2022-11-25,15:08:05,16.80,50.20
2022-11-25,15:13:06,16.80,50.50
2022-11-25,15:18:06,16.80,50.20
2022-11-25,15:23:06,16.70,49.10
2022-11-25,15:28:07,16.70,50.20
2022-11-25,15:33:07,16.70,49.80
2022-11-25,15:38:08,16.70,49.10
2022-11-25,15:43:08,16.70,49.10
2022-11-25,15:48:08,16.60,50.10
2022-11-25,15:53:09,16.50,49.60
2022-11-25,15:58:09,16.50,50.00
2022-11-25,16:03:10,16.40,50.60
2022-11-25,16:08:10,16.30,50.60
2022-11-25,16:13:11,16.10,49.60
2022-11-25,16:18:11,16.10,50.30
2022-11-25,16:23:11,16.00,50.20
2022-11-25,16:28:12,15.80,50.90
2022-11-25,16:33:12,15.70,51.20
2022-11-25,16:38:12,15.60,50.80
2022-11-25,16:43:13,15.60,51.50
2022-11-25,16:48:14,15.50,51.60
2022-11-25,16:53:14,15.40,52.20
2022-11-25,16:58:14,15.40,51.30
2022-11-25,17:03:15,15.30,52.60
2022-11-25,17:08:15,15.30,53.50
2022-11-25,17:13:16,15.20,53.60
2022-11-25,17:18:16,15.10,53.30
2022-11-25,17:23:17,15.00,54.00
2022-11-25,17:28:17,14.80,54.70
2022-11-25,17:33:18,14.80,54.90
2022-11-25,17:38:18,14.60,55.10
2022-11-25,17:43:18,14.50,55.80
2022-11-25,17:48:19,14.40,55.90
2022-11-25,17:53:19,14.40,55.50
