날짜,시간,온도,습도
2022-11-29,00:04:47,13.40,71.70
2022-11-29,00:09:48,13.40,71.20
2022-11-29,00:14:48,13.40,71.50
2022-11-29,00:19:49,13.40,72.20
2022-11-29,00:24:49,13.40,72.10
2022-11-29,00:29:50,13.40,72.10
2022-11-29,00:34:50,13.50,72.50
2022-11-29,00:39:51,13.50,72.60
2022-11-29,00:44:51,13.50,72.20
2022-11-29,00:49:51,13.50,72.00
2022-11-29,00:54:52,13.60,72.20
2022-11-29,00:59:52,13.60,72.50
2022-11-29,01:04:53,13.60,71.80
2022-11-29,01:09:53,13.60,72.40
2022-11-29,01:14:53,13.60,72.80
2022-11-29,01:19:54,13.50,72.10
2022-11-29,01:24:54,13.40,71.70
2022-11-29,01:29:55,13.30,71.30
2022-11-29,01:34:55,13.30,70.70
2022-11-29,01:39:55,13.30,72.00
2022-11-29,01:44:56,13.30,71.60
2022-11-29,01:49:56,13.30,72.10
2022-11-29,01:54:56,13.30,72.00
2022-11-29,01:59:56,13.40,72.10
2022-11-29,02:04:56,13.40,71.90
2022-11-29,02:09:56,13.40,72.80
2022-11-29,02:14:57,13.40,72.30
2022-11-29,02:19:57,13.40,72.40
2022-11-29,02:24:58,13.50,72.30
2022-11-29,02:29:58,13.50,72.30
2022-11-29,02:34:59,13.50,72.40
2022-11-29,02:39:59,13.50,73.00
2022-11-29,02:45:00,13.50,72.90
2022-11-29,02:50:00,13.50,73.10
2022-11-29,02:55:00,13.60,73.40
2022-11-29,03:00:00,13.60,73.10
2022-11-29,03:05:01,13.60,73.30
2022-11-29,03:10:01,13.60,72.70
2022-11-29,03:15:01,13.60,71.60
2022-11-29,03:20:02,13.60,71.20
2022-11-29,03:25:02,13.60,71.50
2022-11-29,03:30:02,13.60,70.70
2022-11-29,03:35:03,13.60,70.30
2022-11-29,03:40:03,13.50,70.80
2022-11-29,03:45:04,13.50,70.70
2022-11-29,03:50:04,13.50,70.50
2022-11-29,03:55:05,13.50,70.00
2022-11-29,04:00:05,13.50,69.90
2022-11-29,04:05:06,13.50,70.10
2022-11-29,04:10:06,13.50,69.80
2022-11-29,04:15:07,13.50,71.10
2022-11-29,04:20:07,13.50,69.90
2022-11-29,04:25:08,13.50,71.50
2022-11-29,04:30:08,13.50,70.50
2022-11-29,04:35:09,13.50,69.70
2022-11-29,04:40:09,13.50,69.10
2022-11-29,04:45:09,13.50,69.20
2022-11-29,04:50:09,13.50,68.70
2022-11-29,04:55:10,13.60,69.00
2022-11-29,05:00:10,13.50,68.80
2022-11-29,05:05:11,13.50,69.30
2022-11-29,05:10:11,13.50,70.60
2022-11-29,05:15:11,13.50,69.90
2022-11-29,05:20:11,13.50,69.20
2022-11-29,05:25:12,13.50,69.10
2022-11-29,05:30:12,13.40,69.80
2022-11-29,05:35:13,13.40,70.80
2022-11-29,05:40:13,13.40,69.60
2022-11-29,05:45:14,13.40,69.50
2022-11-29,05:50:14,13.40,71.00
2022-11-29,05:55:14,13.30,71.60
2022-11-29,06:00:15,13.30,72.00
2022-11-29,06:05:15,13.30,71.60
2022-11-29,06:10:16,13.40,71.60
2022-11-29,06:15:16,13.40,72.90
2022-11-29,06:20:17,13.40,70.90
2022-11-29,06:25:17,13.40,71.40
2022-11-29,06:30:17,13.40,71.40
2022-11-29,06:35:18,13.40,71.20
2022-11-29,06:40:18,13.40,71.20
2022-11-29,06:45:18,13.40,70.60
2022-11-29,06:50:19,13.50,70.20
2022-11-29,06:55:19,13.40,70.60
2022-11-29,07:00:19,13.40,71.30
2022-11-29,07:05:20,13.40,71.70
2022-11-29,07:10:20,13.40,72.90
2022-11-29,07:15:21,13.40,71.60
2022-11-29,07:20:21,13.40,71.00
2022-11-29,07:25:22,13.40,71.40
2022-11-29,07:30:22,13.40,71.70
2022-11-29,07:35:22,13.40,72.00
2022-11-29,07:40:22,13.40,72.70
2022-11-29,07:45:23,13.50,72.10
2022-11-29,07:50:24,13.50,71.60
2022-11-29,07:55:24,13.50,71.40
2022-11-29,08:00:24,13.60,71.90
2022-11-29,08:05:25,13.60,71.60
2022-11-29,08:10:26,13.60,70.70
2022-11-29,08:15:26,13.60,70.60
2022-11-29,08:20:26,13.60,70.60
2022-11-29,08:25:27,13.60,71.40
2022-11-29,08:30:27,13.60,71.80
2022-11-29,08:35:27,13.60,73.10
2022-11-29,08:40:28,13.60,74.40
2022-11-29,08:45:28,13.60,74.80
2022-11-29,08:50:28,13.60,74.10
2022-11-29,08:55:29,13.60,73.60
2022-11-29,09:00:30,13.70,73.30
2022-11-29,09:05:30,13.70,72.40
2022-11-29,09:10:31,13.70,71.90
2022-11-29,09:15:31,13.70,71.80
2022-11-29,09:20:32,13.80,73.00
2022-11-29,09:25:32,13.80,73.70
2022-11-29,09:30:33,13.80,72.80
2022-11-29,09:35:33,13.80,72.30
2022-11-29,09:40:34,13.80,71.80
2022-11-29,09:45:34,13.80,71.00
2022-11-29,09:50:35,13.80,71.00
2022-11-29,09:55:35,13.90,72.70
2022-11-29,10:00:36,13.90,73.20
2022-11-29,10:05:36,13.90,72.50
2022-11-29,10:10:37,13.90,72.90
2022-11-29,10:15:37,14.00,71.10
2022-11-29,10:20:37,14.00,71.70
2022-11-29,10:25:38,14.00,71.20
2022-11-29,10:30:38,14.00,72.10
2022-11-29,10:35:38,13.90,72.00
2022-11-29,10:40:38,13.90,72.00
2022-11-29,10:45:39,13.90,72.30
2022-11-29,10:50:39,13.90,71.80
2022-11-29,10:55:39,13.90,71.20
2022-11-29,11:00:40,13.80,71.00
2022-11-29,11:05:40,13.80,70.40
2022-11-29,11:10:40,13.90,70.30
2022-11-29,11:15:41,13.90,70.10
2022-11-29,11:20:41,14.00,69.20
2022-11-29,11:25:42,14.00,68.70
2022-11-29,11:30:42,14.00,68.20
2022-11-29,11:35:43,14.10,67.90
2022-11-29,11:40:43,14.10,67.50
2022-11-29,11:45:43,14.20,67.20
2022-11-29,11:50:44,14.30,66.80
2022-11-29,11:55:44,14.30,66.50
2022-11-29,12:00:45,14.40,66.20
2022-11-29,12:05:45,14.50,65.80
2022-11-29,12:10:45,14.60,65.40
2022-11-29,12:15:46,14.60,65.00
2022-11-29,12:20:46,14.70,64.60
2022-11-29,12:25:47,14.70,64.20
2022-11-29,12:30:47,14.70,63.80
2022-11-29,12:35:47,14.70,63.60
2022-11-29,12:40:48,14.70,63.30
2022-11-29,12:45:48,14.70,63.00
2022-11-29,12:50:49,14.60,62.60
2022-11-29,12:55:49,14.60,62.70
2022-11-29,13:00:50,14.50,62.50
2022-11-29,13:05:50,14.50,62.70
2022-11-29,13:10:51,14.50,62.70
2022-11-29,13:15:51,14.50,62.70
2022-11-29,13:20:52,14.50,62.60
2022-11-29,13:25:52,14.50,62.60
2022-11-29,13:30:53,14.50,62.40
2022-11-29,13:35:53,14.50,62.20
2022-11-29,13:40:54,14.50,61.70
2022-11-29,13:45:54,14.40,61.00
2022-11-29,13:50:54,14.40,60.70
2022-11-29,13:55:54,14.40,60.70
2022-11-29,14:00:55,14.40,60.50
2022-11-29,14:05:55,14.40,60.50
2022-11-29,14:10:56,14.40,60.20
2022-11-29,14:15:56,14.40,59.80
2022-11-29,14:20:56,14.50,60.30
2022-11-29,14:25:57,14.50,60.20
2022-11-29,14:30:57,14.50,60.20
2022-11-29,14:35:57,14.40,59.60
2022-11-29,14:40:58,14.40,59.50
2022-11-29,14:45:58,14.40,59.10
2022-11-29,14:50:59,14.40,58.90
2022-11-29,14:55:59,14.30,58.60
2022-11-29,15:01:00,14.30,58.10
2022-11-29,15:06:00,14.20,58.20
2022-11-29,15:11:00,14.20,58.20
2022-11-29,15:16:01,14.20,58.30
2022-11-29,15:21:01,14.10,57.80
