날짜,시간,온도,습도
2022-11-25,11:37:49,14.80,53.50
2022-11-25,11:42:49,14.90,53.60
2022-11-25,11:47:50,15.10,53.20
2022-11-25,11:52:51,15.20,53.10
2022-11-25,11:57:51,15.40,52.90
2022-11-25,12:02:51,15.50,52.10
2022-11-25,12:07:52,15.50,51.30
2022-11-25,12:12:52,15.60,51.70
2022-11-25,12:17:52,15.70,51.30
2022-11-25,12:22:53,15.80,50.70
2022-11-25,12:27:53,16.00,50.90
2022-11-25,12:32:53,16.10,51.10
2022-11-25,12:37:54,16.30,50.60
2022-11-25,12:42:54,16.40,50.70
2022-11-25,12:47:54,16.40,50.60
2022-11-25,12:52:55,16.40,51.00
2022-11-25,12:57:55,16.50,50.70
2022-11-25,13:02:56,16.60,49.70
2022-11-25,13:07:56,16.60,49.90
2022-11-25,13:12:57,16.60,49.60
2022-11-25,13:17:57,16.70,49.70
2022-11-25,13:22:57,16.70,49.80
2022-11-25,13:27:58,16.90,49.20
2022-11-25,13:32:58,17.10,49.40
2022-11-25,13:37:58,17.30,49.40
2022-11-25,13:42:58,17.40,49.00
2022-11-25,13:47:59,17.50,49.40
2022-11-25,13:52:59,17.50,49.30
2022-11-25,13:58:00,17.60,49.30
2022-11-25,14:03:00,17.50,49.60
2022-11-25,14:08:00,17.50,49.60
2022-11-25,14:13:01,17.50,49.40
2022-11-25,14:18:01,17.40,49.10
2022-11-25,14:23:01,17.40,49.50
2022-11-25,14:28:02,17.30,48.60
2022-11-25,14:33:02,17.30,48.90
2022-11-25,14:38:02,17.10,48.70
2022-11-25,14:43:03,16.90,49.10
2022-11-25,14:48:03,16.90,49.70
2022-11-25,14:53:04,16.80,49.80
2022-11-25,14:58:04,16.80,50.40
2022-11-25,15:03:05,16.70,50.70
2022-11-25,15:08:05,16.70,50.10
2022-11-25,15:13:06,16.70,50.80
2022-11-25,15:18:06,16.60,50.80
2022-11-25,15:23:06,16.70,51.00
2022-11-25,15:28:07,16.60,50.80
2022-11-25,15:33:07,16.60,50.80
2022-11-25,15:38:08,16.70,50.70
2022-11-25,15:43:08,16.60,51.10
2022-11-25,15:48:08,16.50,50.80
2022-11-25,15:53:09,16.40,51.60
2022-11-25,15:58:09,16.40,51.60
2022-11-25,16:03:10,16.30,51.60
2022-11-25,16:08:10,16.20,51.20
2022-11-25,16:13:11,16.10,51.40
2022-11-25,16:18:11,16.00,51.50
2022-11-25,16:23:11,15.90,51.50
2022-11-25,16:28:12,15.80,51.70
2022-11-25,16:33:12,15.70,52.80
2022-11-25,16:38:12,15.60,52.50
2022-11-25,16:43:13,15.60,53.10
2022-11-25,16:48:14,15.60,52.70
2022-11-25,16:53:14,15.50,53.20
2022-11-25,16:58:14,15.40,52.70
2022-11-25,17:03:15,15.40,53.70
2022-11-25,17:08:15,15.30,54.00
2022-11-25,17:13:16,15.10,53.70
2022-11-25,17:18:16,15.00,53.70
2022-11-25,17:23:17,14.80,53.70
2022-11-25,17:28:17,14.60,54.70
2022-11-25,17:33:18,14.60,56.20
2022-11-25,17:38:18,14.50,56.00
2022-11-25,17:43:18,14.30,55.60
2022-11-25,17:48:19,14.20,57.20
2022-11-25,17:53:19,14.20,57.20
2022-11-25,17:58:19,14.20,57.20
2022-11-25,18:03:20,14.10,57.60
2022-11-25,18:08:20,14.10,57.70
2022-11-25,18:13:20,14.00,57.90
2022-11-25,18:18:20,13.90,58.10
2022-11-25,18:23:20,13.80,58.00
2022-11-25,18:28:21,13.80,58.60
2022-11-25,18:33:21,13.70,58.80
2022-11-25,18:38:22,13.70,58.60
2022-11-25,18:43:22,13.50,59.10
2022-11-25,18:48:22,13.50,58.80
2022-11-25,18:53:23,13.40,59.00
2022-11-25,18:58:23,13.30,59.50
2022-11-25,19:03:24,13.30,59.30
