날짜,시간,온도,습도
2022-11-29,00:04:47,13.40,72.40
2022-11-29,00:09:48,13.40,72.20
2022-11-29,00:14:48,13.30,73.50
2022-11-29,00:19:49,13.40,74.70
2022-11-29,00:24:49,13.40,74.60
2022-11-29,00:29:50,13.40,75.70
2022-11-29,00:34:50,13.50,74.40
2022-11-29,00:39:51,13.50,74.30
2022-11-29,00:44:51,13.60,75.60
2022-11-29,00:49:51,13.60,75.60
2022-11-29,00:54:52,13.60,75.10
2022-11-29,00:59:52,13.60,72.00
2022-11-29,01:04:53,13.60,72.70
2022-11-29,01:09:53,13.60,71.90
2022-11-29,01:14:53,13.60,72.80
2022-11-29,01:19:54,13.50,71.30
2022-11-29,01:24:54,13.40,70.80
2022-11-29,01:29:55,13.40,70.10
2022-11-29,01:34:55,13.30,73.00
2022-11-29,01:39:55,13.30,72.10
2022-11-29,01:44:56,13.40,73.70
2022-11-29,01:49:56,13.30,73.80
2022-11-29,01:54:56,13.30,73.70
2022-11-29,01:59:56,13.30,73.30
2022-11-29,02:04:56,13.40,72.20
2022-11-29,02:09:56,13.40,70.90
2022-11-29,02:14:57,13.50,72.00
2022-11-29,02:19:57,13.50,74.40
2022-11-29,02:24:58,13.50,74.40
2022-11-29,02:29:58,13.50,74.40
2022-11-29,02:34:59,13.50,74.90
2022-11-29,02:39:59,13.50,72.60
2022-11-29,02:45:00,13.60,71.00
2022-11-29,02:50:00,13.60,71.60
2022-11-29,02:55:00,13.70,71.20
2022-11-29,03:00:00,13.70,69.60
2022-11-29,03:05:01,13.70,69.80
2022-11-29,03:10:01,13.70,69.40
2022-11-29,03:15:01,13.70,71.20
2022-11-29,03:20:02,13.70,71.00
2022-11-29,03:25:02,13.60,70.20
2022-11-29,03:30:02,13.70,68.40
2022-11-29,03:35:03,13.70,69.20
2022-11-29,03:40:03,13.60,69.30
2022-11-29,03:45:04,13.60,69.20
2022-11-29,03:50:04,13.60,68.70
2022-11-29,03:55:05,13.60,68.00
