날짜,시간,온도,습도
2022-11-27,00:00:40,8.70,56.00
2022-11-27,00:05:40,8.80,55.60
2022-11-27,00:10:40,8.90,55.80
2022-11-27,00:15:41,8.70,55.00
2022-11-27,00:20:41,8.80,56.80
2022-11-27,00:25:42,8.90,56.80
2022-11-27,00:30:42,8.90,57.50
2022-11-27,00:35:43,8.90,57.50
2022-11-27,00:40:43,9.00,58.40
2022-11-27,00:45:43,8.90,58.50
2022-11-27,00:50:44,8.90,58.90
2022-11-27,00:55:44,8.90,58.90
2022-11-27,01:00:45,8.70,59.20
2022-11-27,01:05:45,8.40,58.10
2022-11-27,01:10:45,8.10,57.20
2022-11-27,01:15:46,7.80,57.30
2022-11-27,01:20:46,7.60,56.70
2022-11-27,01:25:47,7.50,56.90
2022-11-27,01:30:47,7.40,57.10
2022-11-27,01:35:48,7.40,57.00
2022-11-27,01:40:49,7.30,56.70
2022-11-27,01:45:49,7.20,56.50
2022-11-27,01:50:49,7.00,56.50
2022-11-27,01:55:50,6.90,55.90
2022-11-27,02:00:50,6.80,56.10
2022-11-27,02:05:51,6.80,56.30
2022-11-27,02:10:51,6.80,56.00
2022-11-27,02:15:52,6.70,56.30
2022-11-27,02:20:52,6.60,55.80
2022-11-27,02:25:53,6.60,56.10
2022-11-27,02:30:53,6.50,55.90
2022-11-27,02:35:54,6.50,55.80
2022-11-27,02:40:54,6.50,55.70
2022-11-27,02:45:55,6.40,56.00
2022-11-27,02:50:56,6.40,55.70
2022-11-27,02:55:56,6.30,56.10
2022-11-27,03:00:56,6.30,56.10
2022-11-27,03:05:57,6.30,56.20
2022-11-27,03:10:57,6.30,56.20
2022-11-27,03:15:58,6.20,55.90
2022-11-27,03:20:58,6.20,56.30
2022-11-27,03:25:58,6.20,56.50
2022-11-27,03:30:59,6.20,56.70
2022-11-27,03:35:59,6.20,56.40
2022-11-27,03:40:59,6.10,56.40
2022-11-27,03:46:00,6.10,56.90
2022-11-27,03:51:00,6.20,57.30
2022-11-27,03:56:01,6.30,57.50
2022-11-27,04:01:01,6.40,57.20
2022-11-27,04:06:02,6.40,57.40
