날짜,시간,온도,습도
2022-12-12,00:02:49,5.80,64.70
2022-12-12,00:07:50,5.60,65.00
2022-12-12,00:12:50,5.50,65.10
2022-12-12,00:17:50,5.40,64.70
2022-12-12,00:22:50,5.40,65.40
2022-12-12,00:27:50,5.60,65.60
2022-12-12,00:32:51,5.70,65.90
2022-12-12,00:37:51,5.80,66.10
2022-12-12,00:42:52,5.90,66.30
2022-12-12,00:47:52,6.00,66.30
2022-12-12,00:52:53,6.00,66.30
2022-12-12,00:57:53,5.90,66.20
2022-12-12,01:02:53,5.80,65.60
2022-12-12,01:07:54,5.60,66.40
2022-12-12,01:12:54,5.60,66.90
2022-12-12,01:17:55,5.60,66.80
2022-12-12,01:22:55,5.70,67.00
2022-12-12,01:27:55,5.60,66.80
2022-12-12,01:32:56,5.50,66.90
2022-12-12,01:37:56,5.50,67.20
2022-12-12,01:42:57,5.60,67.40
2022-12-12,01:47:57,5.70,67.50
2022-12-12,01:52:57,5.70,67.50
2022-12-12,01:57:58,5.70,67.80
2022-12-12,02:02:58,5.70,67.80
2022-12-12,02:07:58,5.70,68.10
2022-12-12,02:12:59,5.70,67.80
2022-12-12,02:17:59,5.60,67.70
2022-12-12,02:23:00,5.60,67.80
2022-12-12,02:28:00,5.60,68.20
2022-12-12,02:33:01,5.60,68.30
2022-12-12,02:38:01,5.60,68.20
2022-12-12,02:43:01,5.50,68.70
2022-12-12,02:48:02,5.50,68.60
2022-12-12,02:53:02,5.50,68.70
2022-12-12,02:58:03,5.40,67.80
2022-12-12,03:03:03,5.30,67.50
2022-12-12,03:08:04,5.10,67.60
2022-12-12,03:13:04,4.90,67.50
2022-12-12,03:18:04,4.80,67.50
2022-12-12,03:23:05,4.70,67.30
2022-12-12,03:28:05,4.60,67.60
2022-12-12,03:33:06,4.60,67.70
2022-12-12,03:38:06,4.50,67.90
2022-12-12,03:43:06,4.50,68.00
2022-12-12,03:48:07,4.60,68.00
2022-12-12,03:53:07,4.70,68.20
2022-12-12,03:58:07,4.90,68.00
2022-12-12,04:03:07,4.90,68.10
2022-12-12,04:08:08,4.90,68.00
2022-12-12,04:13:08,4.80,68.00
2022-12-12,04:18:08,4.90,68.20
2022-12-12,04:23:08,5.00,67.90
2022-12-12,04:28:08,5.10,67.90
2022-12-12,04:33:09,5.10,68.40
2022-12-12,04:38:09,5.20,68.50
2022-12-12,04:43:09,5.30,68.20
2022-12-12,04:48:10,5.30,68.80
2022-12-12,04:53:10,5.40,68.60
2022-12-12,04:58:10,5.30,68.70
2022-12-12,05:03:11,5.30,68.60
2022-12-12,05:08:12,5.20,68.40
2022-12-12,05:13:12,5.20,68.60
2022-12-12,05:18:13,5.30,68.80
2022-12-12,05:23:13,5.30,68.70
2022-12-12,05:28:13,5.30,67.40
2022-12-12,05:33:14,5.10,67.70
2022-12-12,05:38:14,5.10,68.90
2022-12-12,05:43:15,5.20,69.40
2022-12-12,05:48:15,5.30,68.90
2022-12-12,05:53:15,5.20,68.70
2022-12-12,05:58:16,5.10,68.70
2022-12-12,06:03:16,5.10,68.70
2022-12-12,06:08:17,5.10,69.10
2022-12-12,06:13:17,5.20,69.00
2022-12-12,06:18:17,5.20,69.10
2022-12-12,06:23:18,5.20,68.90
2022-12-12,06:28:18,5.10,68.70
2022-12-12,06:33:18,5.00,69.00
2022-12-12,06:38:19,5.10,68.90
2022-12-12,06:43:19,5.10,69.00
2022-12-12,06:48:19,5.10,68.50
2022-12-12,06:53:20,5.10,68.90
