날짜,시간,온도,습도
2022-12-19,00:00:45,-2.59,67.70
2022-12-19,00:05:46,-2.49,67.80
2022-12-19,00:10:46,-2.29,70.40
2022-12-19,00:15:46,-2.29,69.00
2022-12-19,00:20:46,-2.29,70.40
2022-12-19,00:25:47,-2.19,70.70
2022-12-19,00:30:48,-2.29,69.60
2022-12-19,00:35:48,-2.09,69.50
2022-12-19,00:40:48,-1.99,72.10
2022-12-19,00:45:49,-1.79,72.30
2022-12-19,00:50:49,-1.69,72.10
2022-12-19,00:55:49,-1.69,71.10
2022-12-19,01:00:50,-1.79,69.40
2022-12-19,01:05:50,-1.79,71.20
2022-12-19,01:10:50,-1.89,69.90
2022-12-19,01:15:50,-2.09,70.40
2022-12-19,01:20:51,-2.09,71.40
2022-12-19,01:25:51,-2.29,69.30
2022-12-19,01:30:51,-2.39,70.70
2022-12-19,01:35:52,-2.49,70.10
2022-12-19,01:40:52,-2.49,70.70
2022-12-19,01:45:53,-2.59,68.40
2022-12-19,01:50:53,-2.39,71.90
2022-12-19,01:55:53,-2.49,71.50
2022-12-19,02:00:54,-2.29,71.60
2022-12-19,02:05:54,-2.29,70.90
2022-12-19,02:10:54,-2.29,71.20
2022-12-19,02:15:55,-2.29,71.40
2022-12-19,02:20:55,-2.39,71.10
2022-12-19,02:25:55,-2.29,71.50
2022-12-19,02:30:55,-2.29,71.10
2022-12-19,02:35:55,-2.39,70.40
2022-12-19,02:40:56,-2.39,70.40
2022-12-19,02:45:56,-2.49,70.70
2022-12-19,02:50:56,-2.49,70.00
2022-12-19,02:55:57,-2.49,70.60
2022-12-19,03:00:57,-2.39,71.20
2022-12-19,03:05:58,-2.29,71.30
2022-12-19,03:10:58,-2.29,71.30
2022-12-19,03:15:58,-2.29,71.70
2022-12-19,03:20:59,-2.49,68.30
2022-12-19,03:25:59,-2.49,71.90
2022-12-19,03:30:59,-2.39,71.10
2022-12-19,03:36:00,-2.39,72.00
2022-12-19,03:41:00,-2.59,71.20
2022-12-19,03:46:00,-2.49,69.80
2022-12-19,03:51:01,-2.59,71.10
2022-12-19,03:56:01,-2.69,71.00
2022-12-19,04:01:01,-2.79,70.20
2022-12-19,04:06:02,-2.69,72.20
2022-12-19,04:11:02,-2.59,71.40
2022-12-19,04:16:02,-2.49,71.40
2022-12-19,04:21:02,-2.69,71.30
2022-12-19,04:26:02,-2.59,72.50
2022-12-19,04:31:03,-2.39,71.70
2022-12-19,04:36:03,-2.49,70.70
2022-12-19,04:41:03,-2.39,71.70
2022-12-19,04:46:04,-2.29,72.70
2022-12-19,04:51:04,-2.39,72.40
2022-12-19,04:56:05,-2.29,72.80
2022-12-19,05:01:05,-2.19,72.30
2022-12-19,05:06:06,-2.39,71.10
2022-12-19,05:11:06,-2.39,73.20
2022-12-19,05:16:06,-2.39,70.90
2022-12-19,05:21:06,-2.59,72.70
2022-12-19,05:26:07,-2.59,72.30
2022-12-19,05:31:07,-2.59,71.40
2022-12-19,05:36:07,-2.59,72.20
2022-12-19,05:41:08,-2.39,72.80
2022-12-19,05:46:08,-2.59,71.30
2022-12-19,05:51:08,-2.59,71.80
2022-12-19,05:56:09,-2.69,71.40
2022-12-19,06:01:09,-2.69,71.20
2022-12-19,06:06:10,-2.79,71.10
2022-12-19,06:11:10,-2.79,71.30
2022-12-19,06:16:10,-2.69,71.50
2022-12-19,06:21:11,-2.59,70.90
2022-12-19,06:26:11,-2.79,70.00
2022-12-19,06:31:12,-2.79,70.60
2022-12-19,06:36:12,-2.79,70.40
2022-12-19,06:41:13,-2.79,69.70
2022-12-19,06:46:13,-2.69,70.50
2022-12-19,06:51:13,-2.59,70.90
2022-12-19,06:56:14,-2.59,70.10
2022-12-19,07:01:14,-2.49,70.80
2022-12-19,07:06:15,-2.49,71.30
2022-12-19,07:11:15,-2.49,71.60
2022-12-19,07:16:15,-2.49,71.10
2022-12-19,07:21:15,-2.49,71.00
2022-12-19,07:26:16,-2.59,70.80
2022-12-19,07:31:16,-2.59,69.50
2022-12-19,07:36:16,-2.69,70.70
2022-12-19,07:41:16,-2.69,70.50
2022-12-19,07:46:16,-2.69,70.40
2022-12-19,07:51:16,-2.69,70.00
2022-12-19,07:56:16,-2.79,68.50
2022-12-19,08:01:16,-2.59,69.30
2022-12-19,08:06:16,-2.39,70.90
2022-12-19,08:11:16,-2.19,73.10
2022-12-19,08:16:16,-1.89,73.50
2022-12-19,08:21:17,-1.79,74.40
2022-12-19,08:26:17,-1.59,74.80
2022-12-19,08:31:17,-1.29,75.20
2022-12-19,08:36:18,-1.19,74.40
2022-12-19,08:41:18,-0.99,75.50
2022-12-19,08:46:18,-0.79,76.00
2022-12-19,08:51:18,-0.59,75.90
2022-12-19,08:56:19,-0.29,73.10
2022-12-19,09:01:19,-0.09,76.20
2022-12-19,09:06:19,0.20,75.00
2022-12-19,09:11:20,0.50,75.80
2022-12-19,09:16:20,0.80,74.90
2022-12-19,09:21:21,0.90,73.70
2022-12-19,09:26:21,0.90,71.90
2022-12-19,09:31:21,1.00,71.50
2022-12-19,09:36:21,1.00,70.10
2022-12-19,09:41:22,1.10,69.00
2022-12-19,09:46:22,1.30,68.60
2022-12-19,09:51:23,1.50,68.10
2022-12-19,09:56:23,1.80,68.90
2022-12-19,10:01:24,1.90,67.10
2022-12-19,10:06:24,2.10,66.70
2022-12-19,10:11:24,2.20,68.40
2022-12-19,10:16:25,2.20,66.90
2022-12-19,10:21:25,2.20,65.50
2022-12-19,10:26:25,2.20,63.40
2022-12-19,10:31:25,2.30,61.60
2022-12-19,10:36:26,2.40,64.30
2022-12-19,10:41:26,2.70,61.80
2022-12-19,10:46:26,2.80,63.60
2022-12-19,10:51:26,2.90,61.90
2022-12-19,10:56:27,3.00,63.70
2022-12-19,11:01:27,3.10,62.00
2022-12-19,11:06:28,3.10,63.70
2022-12-19,11:11:28,3.20,61.90
2022-12-19,11:16:28,3.30,60.90
2022-12-19,11:21:29,3.50,64.00
2022-12-19,11:26:29,3.60,64.30
2022-12-19,11:31:30,3.70,62.50
2022-12-19,11:36:30,3.90,64.50
2022-12-19,11:41:30,3.90,63.60
2022-12-19,11:46:31,3.80,60.20
2022-12-19,11:51:31,3.80,64.30
2022-12-19,11:56:31,3.60,61.80
2022-12-19,12:01:32,3.40,62.00
2022-12-19,12:06:32,3.30,61.10
2022-12-19,12:11:32,3.30,61.70
2022-12-19,12:16:32,3.50,63.20
2022-12-19,12:21:32,3.60,62.10
2022-12-19,12:26:33,3.70,63.90
2022-12-19,12:31:33,3.90,63.80
2022-12-19,12:36:34,3.90,64.30
2022-12-19,12:41:34,3.90,61.90
2022-12-19,12:46:35,4.00,61.80
2022-12-19,12:51:35,4.00,63.10
2022-12-19,12:56:35,4.10,63.00
2022-12-19,13:01:36,4.20,64.00
2022-12-19,13:06:36,4.20,64.90
2022-12-19,13:11:37,4.50,65.80
2022-12-19,13:16:37,4.50,66.20
2022-12-19,13:21:37,4.60,64.70
2022-12-19,13:26:38,4.70,65.40
2022-12-19,13:31:38,4.70,66.30
2022-12-19,13:36:39,4.60,66.00
2022-12-19,13:41:39,4.40,64.00
2022-12-19,13:46:40,4.10,63.70
2022-12-19,13:51:40,4.00,63.50
2022-12-19,13:56:40,3.90,62.90
2022-12-19,14:01:40,3.80,63.10
2022-12-19,14:06:41,3.70,62.90
2022-12-19,14:11:41,3.70,62.90
2022-12-19,14:16:41,3.70,62.30
2022-12-19,14:21:41,3.50,62.70
2022-12-19,14:26:41,3.40,62.30
2022-12-19,14:31:42,3.20,62.80
2022-12-19,14:36:42,3.10,63.40
2022-12-19,14:41:43,3.10,63.20
2022-12-19,14:46:43,3.20,63.10
2022-12-19,14:51:44,3.20,62.90
2022-12-19,14:56:44,3.20,62.80
2022-12-19,15:01:44,3.20,62.10
2022-12-19,15:06:45,3.10,62.30
2022-12-19,15:11:45,3.20,63.30
2022-12-19,15:16:45,3.30,63.90
2022-12-19,15:21:46,3.30,62.80
2022-12-19,15:26:46,3.30,63.90
2022-12-19,15:31:47,3.10,63.90
2022-12-19,15:36:47,3.10,63.00
2022-12-19,15:41:47,3.10,62.60
2022-12-19,15:46:48,3.20,64.80
2022-12-19,15:51:48,3.30,65.10
2022-12-19,15:56:49,3.30,61.70
2022-12-19,16:01:49,3.30,65.30
2022-12-19,16:06:50,3.30,64.10
2022-12-19,16:11:50,3.30,63.30
2022-12-19,16:16:50,3.30,65.40
2022-12-19,16:21:50,3.20,63.20
2022-12-19,16:26:51,3.10,64.90
2022-12-19,16:31:51,3.20,64.70
2022-12-19,16:36:52,3.30,64.40
2022-12-19,16:41:53,3.40,64.90
2022-12-19,16:46:53,3.40,64.90
2022-12-19,16:51:54,3.30,63.50
2022-12-19,16:56:54,3.10,64.50
2022-12-19,17:01:54,3.00,65.60
2022-12-19,17:06:55,2.90,65.10
2022-12-19,17:11:55,2.70,65.90
2022-12-19,17:16:55,2.60,66.50
2022-12-19,17:21:56,2.30,64.80
2022-12-19,17:26:56,2.10,65.70
2022-12-19,17:31:56,1.90,66.20
2022-12-19,17:36:56,1.80,65.60
2022-12-19,17:41:57,1.70,65.70
2022-12-19,17:46:57,1.50,65.40
2022-12-19,17:51:58,1.40,65.70
2022-12-19,17:56:58,1.30,65.50
2022-12-19,18:01:58,1.20,65.20
2022-12-19,18:06:59,1.10,64.90
2022-12-19,18:11:59,1.10,65.70
2022-12-19,18:16:59,1.00,66.10
2022-12-19,18:21:59,1.00,65.60
2022-12-19,18:27:00,1.00,66.80
2022-12-19,18:32:00,1.10,67.60
