날짜,시간,온도,습도
2022-12-03,00:02:11,4.60,65.80
2022-12-03,00:07:11,4.70,65.50
2022-12-03,00:12:12,4.60,64.60
2022-12-03,00:17:12,4.60,64.40
2022-12-03,00:22:12,4.60,65.00
2022-12-03,00:27:13,4.50,64.90
2022-12-03,00:32:13,4.40,64.60
2022-12-03,00:37:14,4.40,64.90
2022-12-03,00:42:14,4.40,64.70
2022-12-03,00:47:14,4.40,64.90
2022-12-03,00:52:15,4.40,65.00
2022-12-03,00:57:15,4.20,61.90
2022-12-03,01:02:16,4.20,66.60
2022-12-03,01:07:16,4.40,66.00
2022-12-03,01:12:16,4.20,64.10
2022-12-03,01:17:17,4.20,66.70
2022-12-03,01:22:17,4.20,63.30
2022-12-03,01:27:18,3.50,62.20
2022-12-03,01:32:18,3.10,64.40
2022-12-03,01:37:18,3.30,66.60
2022-12-03,01:42:19,3.00,63.90
2022-12-03,01:47:19,2.80,62.70
2022-12-03,01:52:19,2.50,63.10
2022-12-03,01:57:20,2.90,68.50
2022-12-03,02:02:20,3.30,67.20
2022-12-03,02:07:21,3.60,67.00
2022-12-03,02:12:21,3.60,63.80
2022-12-03,02:17:22,3.40,67.30
2022-12-03,02:22:22,3.70,67.30
2022-12-03,02:27:22,3.90,66.90
2022-12-03,02:32:23,3.90,63.40
2022-12-03,02:37:23,3.50,63.80
2022-12-03,02:42:23,3.10,64.30
2022-12-03,02:47:23,2.60,62.90
2022-12-03,02:52:24,2.40,62.60
2022-12-03,02:57:24,2.40,66.70
2022-12-03,03:02:25,2.90,67.80
2022-12-03,03:07:25,3.10,64.00
2022-12-03,03:12:26,2.90,64.00
2022-12-03,03:17:26,3.10,67.90
2022-12-03,03:22:26,3.10,65.30
2022-12-03,03:27:27,2.90,63.50
2022-12-03,03:32:27,2.90,64.80
2022-12-03,03:37:27,2.90,65.40
2022-12-03,03:42:28,3.30,65.90
2022-12-03,03:47:29,3.60,66.80
2022-12-03,03:52:29,3.80,66.80
2022-12-03,03:57:29,4.00,66.50
2022-12-03,04:02:29,4.10,66.80
2022-12-03,04:07:30,4.20,66.70
2022-12-03,04:12:30,4.30,66.70
2022-12-03,04:17:31,4.30,66.60
2022-12-03,04:22:31,4.30,66.50
2022-12-03,04:27:31,4.30,66.90
2022-12-03,04:32:32,4.10,64.80
2022-12-03,04:37:32,4.10,67.60
2022-12-03,04:42:32,4.00,64.40
2022-12-03,04:47:33,3.80,63.90
2022-12-03,04:52:33,3.50,65.50
2022-12-03,04:57:34,3.30,65.80
2022-12-03,05:02:34,3.20,65.30
2022-12-03,05:07:34,3.40,68.10
2022-12-03,05:12:34,3.70,67.50
2022-12-03,05:17:35,3.90,67.10
2022-12-03,05:22:35,4.10,67.00
2022-12-03,05:27:36,4.20,66.90
2022-12-03,05:32:36,4.30,66.90
2022-12-03,05:37:36,4.40,66.90
2022-12-03,05:42:37,4.40,67.00
2022-12-03,05:47:37,4.50,66.90
2022-12-03,05:52:37,4.40,67.10
2022-12-03,05:57:38,4.30,63.60
2022-12-03,06:02:38,3.90,65.40
2022-12-03,06:07:39,3.70,66.50
2022-12-03,06:12:39,3.70,66.70
2022-12-03,06:17:39,3.80,67.40
2022-12-03,06:22:40,4.00,67.00
2022-12-03,06:27:40,4.00,66.50
2022-12-03,06:32:41,4.00,66.20
2022-12-03,06:37:41,4.00,66.00
2022-12-03,06:42:41,4.00,66.10
2022-12-03,06:47:42,3.70,63.40
2022-12-03,06:52:43,3.10,64.50
2022-12-03,06:57:43,3.20,68.30
2022-12-03,07:02:43,3.60,67.50
2022-12-03,07:07:44,3.80,66.60
2022-12-03,07:12:44,3.60,66.60
2022-12-03,07:17:44,3.70,66.90
2022-12-03,07:22:45,3.70,66.30
2022-12-03,07:27:45,3.80,67.00
2022-12-03,07:32:45,3.80,67.30
2022-12-03,07:37:46,3.90,66.90
2022-12-03,07:42:46,3.90,66.40
2022-12-03,07:47:46,3.90,66.50
2022-12-03,07:52:46,4.00,67.30
2022-12-03,07:57:47,3.80,65.10
2022-12-03,08:02:47,3.50,67.10
2022-12-03,08:07:48,3.70,65.50
2022-12-03,08:12:48,4.10,67.50
2022-12-03,08:17:48,4.50,64.60
2022-12-03,08:22:49,4.80,65.80
2022-12-03,08:27:49,5.30,65.40
2022-12-03,08:32:49,5.70,64.60
2022-12-03,08:37:50,6.20,63.80
2022-12-03,08:42:50,6.50,63.70
2022-12-03,08:47:51,6.90,63.20
2022-12-03,08:52:51,7.20,63.10
2022-12-03,08:57:51,7.50,62.60
2022-12-03,09:02:52,7.80,62.20
2022-12-03,09:07:52,8.10,61.70
2022-12-03,09:12:53,8.30,61.40
2022-12-03,09:17:53,8.50,60.80
2022-12-03,09:22:53,8.70,60.70
2022-12-03,09:27:54,8.70,60.40
2022-12-03,09:32:54,8.70,60.70
2022-12-03,09:37:54,8.60,60.50
2022-12-03,09:42:55,8.40,60.30
2022-12-03,09:47:55,8.30,60.90
2022-12-03,09:52:55,8.20,61.20
2022-12-03,09:57:56,8.10,61.10
2022-12-03,10:02:56,8.00,61.70
2022-12-03,10:07:57,7.90,62.00
2022-12-03,10:12:57,7.80,61.90
2022-12-03,10:17:57,7.80,62.30
2022-12-03,10:22:57,7.70,62.00
2022-12-03,10:27:58,7.60,62.20
2022-12-03,10:32:58,7.50,62.70
2022-12-03,10:37:59,7.50,62.40
2022-12-03,10:42:59,7.60,63.20
2022-12-03,10:48:00,7.60,63.40
2022-12-03,10:53:00,7.60,63.40
