날짜,시간,온도,습도
2022-12-16,00:00:47,2.20,73.50
2022-12-16,00:05:48,2.30,73.50
2022-12-16,00:10:48,2.40,73.60
2022-12-16,00:15:48,2.40,73.10
2022-12-16,00:20:48,2.40,73.40
2022-12-16,00:25:49,2.40,73.00
2022-12-16,00:30:49,2.30,72.80
2022-12-16,00:35:49,2.20,72.80
2022-12-16,00:40:50,2.30,73.30
2022-12-16,00:45:50,2.30,73.20
2022-12-16,00:50:50,2.20,73.10
2022-12-16,00:55:51,2.20,73.10
2022-12-16,01:00:51,2.20,72.90
2022-12-16,01:05:52,2.20,72.90
2022-12-16,01:10:52,2.10,72.30
2022-12-16,01:15:52,2.00,71.80
2022-12-16,01:20:53,2.00,71.60
2022-12-16,01:25:53,2.00,70.90
2022-12-16,01:30:54,1.90,70.90
2022-12-16,01:35:54,1.90,71.10
2022-12-16,01:40:54,2.00,70.60
2022-12-16,01:45:54,2.00,70.80
2022-12-16,01:50:55,1.90,70.80
2022-12-16,01:55:55,1.90,69.90
2022-12-16,02:00:55,1.90,70.40
2022-12-16,02:05:56,1.90,70.30
2022-12-16,02:10:56,1.80,70.30
2022-12-16,02:15:57,1.70,70.00
2022-12-16,02:20:57,1.70,70.20
2022-12-16,02:25:57,1.80,70.20
2022-12-16,02:30:58,1.70,69.10
2022-12-16,02:35:58,1.60,69.10
2022-12-16,02:40:58,1.70,70.20
2022-12-16,02:45:59,1.60,69.90
2022-12-16,02:50:59,1.60,70.00
2022-12-16,02:56:00,1.60,70.50
2022-12-16,03:01:00,1.50,70.10
2022-12-16,03:06:00,1.40,69.80
2022-12-16,03:11:01,1.30,69.00
2022-12-16,03:16:01,1.10,68.50
2022-12-16,03:21:02,1.00,67.90
2022-12-16,03:26:02,0.90,67.70
2022-12-16,03:31:02,0.90,67.10
2022-12-16,03:36:03,0.90,66.30
2022-12-16,03:41:03,1.00,67.20
2022-12-16,03:46:03,1.00,66.70
2022-12-16,03:51:04,1.10,67.00
2022-12-16,03:56:04,1.10,66.50
2022-12-16,04:01:04,1.00,66.80
2022-12-16,04:06:05,1.20,67.80
2022-12-16,04:11:05,1.20,67.10
2022-12-16,04:16:05,1.20,66.70
2022-12-16,04:21:06,1.20,67.50
2022-12-16,04:26:06,1.20,67.40
2022-12-16,04:31:06,1.20,68.20
2022-12-16,04:36:06,1.20,66.80
2022-12-16,04:41:06,1.20,67.90
2022-12-16,04:46:07,1.20,68.30
2022-12-16,04:51:07,1.10,67.50
2022-12-16,04:56:08,1.10,68.20
2022-12-16,05:01:08,1.10,68.10
2022-12-16,05:06:08,1.00,66.90
2022-12-16,05:11:09,0.90,66.90
2022-12-16,05:16:09,0.80,66.10
2022-12-16,05:21:10,0.80,66.70
2022-12-16,05:26:10,0.70,66.60
2022-12-16,05:31:10,0.70,66.50
2022-12-16,05:36:11,0.60,66.10
2022-12-16,05:41:11,0.60,65.90
