날짜,시간,온도,습도
2022-12-26,00:02:48,0.90,74.80
2022-12-26,00:07:49,0.90,74.40
2022-12-26,00:12:49,1.00,75.80
2022-12-26,00:17:49,1.00,74.90
2022-12-26,00:22:50,1.00,76.10
2022-12-26,00:27:50,1.10,76.00
2022-12-26,00:32:50,1.00,76.20
2022-12-26,00:37:51,0.90,75.90
2022-12-26,00:42:51,0.90,75.90
2022-12-26,00:47:52,0.90,76.30
2022-12-26,00:52:52,0.90,75.60
2022-12-26,00:57:53,0.80,76.40
2022-12-26,01:02:53,0.70,76.10
2022-12-26,01:07:54,0.70,76.30
2022-12-26,01:12:54,0.70,76.40
2022-12-26,01:17:55,0.80,76.60
2022-12-26,01:22:55,0.80,76.40
2022-12-26,01:27:56,0.80,76.60
2022-12-26,01:32:56,0.80,74.80
2022-12-26,01:37:56,0.70,74.20
2022-12-26,01:42:57,0.70,76.00
2022-12-26,01:47:57,0.60,76.40
2022-12-26,01:52:57,0.60,76.20
2022-12-26,01:57:58,0.60,76.30
2022-12-26,02:02:59,0.40,76.30
2022-12-26,02:07:59,0.20,75.60
2022-12-26,02:12:59,0.10,74.50
2022-12-26,02:18:00,-0.19,73.30
2022-12-26,02:23:00,-0.39,72.80
2022-12-26,02:28:01,-0.59,72.40
2022-12-26,02:33:01,-0.79,71.90
2022-12-26,02:38:02,-0.89,72.30
2022-12-26,02:43:02,-0.99,72.50
2022-12-26,02:48:02,-0.99,72.80
2022-12-26,02:53:03,-0.99,73.00
2022-12-26,02:58:04,-0.99,73.20
2022-12-26,03:03:04,-1.09,72.60
2022-12-26,03:08:04,-1.19,72.30
2022-12-26,03:13:05,-1.39,71.90
2022-12-26,03:18:05,-1.49,72.30
2022-12-26,03:23:05,-1.49,72.20
2022-12-26,03:28:05,-1.59,71.60
2022-12-26,03:33:06,-1.69,71.70
2022-12-26,03:38:06,-1.79,72.00
2022-12-26,03:43:07,-1.79,71.90
2022-12-26,03:48:07,-1.79,72.10
2022-12-26,03:53:07,-1.79,72.10
2022-12-26,03:58:08,-1.79,71.90
2022-12-26,04:03:09,-1.89,72.00
2022-12-26,04:08:09,-1.79,72.20
2022-12-26,04:13:10,-1.79,72.50
2022-12-26,04:18:10,-1.69,73.00
2022-12-26,04:23:11,-1.69,72.40
2022-12-26,04:28:11,-1.79,72.30
2022-12-26,04:33:11,-1.89,72.00
2022-12-26,04:38:12,-1.89,72.50
2022-12-26,04:43:12,-1.89,72.70
2022-12-26,04:48:13,-1.89,73.40
2022-12-26,04:53:13,-1.79,73.70
2022-12-26,04:58:14,-1.79,73.50
2022-12-26,05:03:14,-1.79,73.50
2022-12-26,05:08:15,-1.79,74.10
2022-12-26,05:13:15,-1.79,74.10
2022-12-26,05:18:16,-1.79,73.90
2022-12-26,05:23:16,-1.79,74.30
2022-12-26,05:28:17,-1.89,74.20
2022-12-26,05:33:18,-1.89,73.50
2022-12-26,05:38:18,-1.99,73.40
2022-12-26,05:43:18,-1.99,73.70
2022-12-26,05:48:19,-1.99,74.10
2022-12-26,05:53:19,-1.99,74.00
2022-12-26,05:58:19,-2.09,73.00
2022-12-26,06:03:20,-2.29,72.30
2022-12-26,06:08:20,-2.39,72.90
