Date time,Status,ACCX,ANGX,ANGVX,ACCY,ANGY,ANGVY,ACCZ,ANGZ,ANGVZ
2024-09-08 오전 12:39:14,Rec,0,0,0,0,0,0,0,0,0
2024-09-08 오전 12:39:14,Rec,0,0,0,0,0,0,0,0,0
2024-09-08 오전 12:39:14,Rec,0,0,0,0,0,0,0,0,0
2024-09-08 오전 12:39:14,Rec,0,0,0,0,0,0,0,0,0
2024-09-08 오전 12:39:14,Rec,0,0,0,0,0,0,0,0,0
2024-09-08 오전 12:39:14,Rec,0,0,0,0,0,0,0,0,0
2024-09-08 오전 12:39:14,Rec,0,0,0,0,0,0,0,0,0
2024-09-08 오전 12:39:15,Rec,0,0,0,0,0,0,0,0,0
2024-09-08 오전 12:39:15,Rec,0,0,0,0,0,0,0,0,0
2024-09-08 오전 12:39:15,Rec,0,0,0,0,0,0,0,0,0
2024-09-08 오전 12:39:15,Rec,0,0,0,0,0,0,0,0,0
2024-09-08 오전 12:39:15,Rec,0,0,0,0,0,0,0,0,0
2024-09-08 오전 12:39:15,Rec,0,0,0,0,0,0,0,0,0
2024-09-08 오전 12:39:15,Rec,0,0,0,0,0,0,0,0,0
2024-09-08 오전 12:39:16,Rec,0,0,0,0,0,0,0,0,0
2024-09-08 오전 12:39:16,Rec,0,0,0,0,0,0,0,0,0
2024-09-08 오전 12:39:23,Rec,0,0,0,0,0,0,0,0,0
2024-09-08 오전 12:39:25,Rec,0,0,0,0,0,0,0,0,0
2024-09-08 오전 12:39:25,Rec,0,0,0,0,0,0,0,0,0
2024-09-08 오전 12:39:32,Rec,0,0,0,0,0,0,0,0,0
2024-09-08 오전 12:39:33,Rec,0,0,0,0,0,0,0,0,0
2024-09-08 오전 12:39:33,Rec,0,0,0,0,0,0,0,0,0
2024-09-08 오전 12:39:33,Rec,0,0,0,0,0,0,0,0,0
2024-09-08 오전 12:39:33,Rec,0,0,0,0,0,0,0,0,0
2024-09-08 오전 12:39:33,Rec,0,0,0,0,0,0,0,0,0
2024-09-08 오전 12:39:33,Rec,0,0,0,0,0,0,0,0,0
2024-09-08 오전 12:39:33,Rec,0,0,0,0,0,0,0,0,0
2024-09-08 오전 12:39:36,Rec,0,0,0,0,0,0,0,0,0
2024-09-08 오전 12:39:36,Rec,0,0,0,0,0,0,0,0,0
2024-09-08 오전 12:39:37,Rec,0,0,0,0,0,0,0,0,0
2024-09-08 오전 12:39:37,Rec,0,0,0,0,0,0,0,0,0
2024-09-08 오전 12:39:41,Rec,0,0,0,0,0,0,0,0,0
2024-09-08 오전 12:39:41,Rec,0,0,0,0,0,0,0,0,0
2024-09-08 오전 12:39:45,Rec,0,0,0,0,0,0,0,0,0
2024-09-08 오전 12:39:45,Rec,0,0,0,0,0,0,0,0,0
2024-09-08 오전 12:39:47,Rec,0,0,0,0,0,0,0,0,0
2024-09-08 오전 12:39:47,Rec,0,0,0,0,0,0,0,0,0
2024-09-08 오전 12:39:48,Rec,0,0,0,0,0,0,0,0,0
2024-09-08 오전 12:39:48,Rec,0,0,0,0,0,0,0,0,0
2024-09-08 오전 12:39:48,Rec,0,0,0,0,0,0,0,0,0
2024-09-08 오전 12:39:49,Rec,0,0,0,0,0,0,0,0,0
2024-09-08 오전 12:39:49,Rec,0,0,0,0,0,0,0,0,0
2024-09-08 오전 12:39:49,Rec,0,0,0,0,0,0,0,0,0
2024-09-08 오전 12:39:50,Rec,0,0,0,0,0,0,0,0,0
2024-09-08 오전 12:39:50,Rec,0,0,0,0,0,0,0,0,0
2024-09-08 오전 12:39:50,Rec,0,0,0,0,0,0,0,0,0
2024-09-08 오전 12:39:55,Rec,0,0,0,0,0,0,0,0,0
2024-09-08 오전 12:39:55,Rec,0,0,0,0,0,0,0,0,0
2024-09-08 오전 12:39:55,Rec,0,0,0,0,0,0,0,0,0
2024-09-08 오전 12:39:58,Rec,0,0,0,0,0,0,0,0,0
2024-09-08 오전 12:39:58,Rec,0,0,0,0,0,0,0,0,0
2024-09-08 오전 12:39:58,Rec,0,0,0,0,0,0,0,0,0
2024-09-08 오전 12:39:58,Rec,0,0,0,0,0,0,0,0,0
2024-09-08 오전 12:39:58,Rec,0,0,0,0,0,0,0,0,0
2024-09-08 오전 12:39:58,Rec,0,0,0,0,0,0,0,0,0
2024-09-08 오전 12:39:58,Rec,0,0,0,0,0,0,0,0,0
2024-09-08 오전 12:39:59,Rec,0,0,0,0,0,0,0,0,0
2024-09-08 오전 12:39:59,Rec,0,0,0,0,0,0,0,0,0
2024-09-08 오전 12:39:59,Rec,0,0,0,0,0,0,0,0,0
2024-09-08 오전 12:39:59,Rec,0,0,0,0,0,0,0,0,0
2024-09-08 오전 12:39:59,Rec,0,0,0,0,0,0,0,0,0
2024-09-08 오전 12:39:59,Rec,0,0,0,0,0,0,0,0,0
2024-09-08 오전 12:40:02,Rec,0,0,0,0,0,0,0,0,0
2024-09-08 오전 12:40:02,Rec,0,0,0,0,0,0,0,0,0
2024-09-08 오전 12:40:02,Rec,0,0,0,0,0,0,0,0,0
2024-09-08 오전 12:40:02,Rec,0,0,0,0,0,0,0,0,0
2024-09-08 오전 12:40:03,Rec,0,0,0,0,0,0,0,0,0
2024-09-08 오전 12:40:03,Rec,0,0,0,0,0,0,0,0,0
2024-09-08 오전 12:40:03,Rec,0,0,0,0,0,0,0,0,0
2024-09-08 오전 12:40:03,Rec,0,0,0,0,0,0,0,0,0
2024-09-08 오전 12:40:04,Rec,0,0,0,0,0,0,0,0,0
2024-09-08 오전 12:40:04,Rec,0,0,0,0,0,0,0,0,0
2024-09-08 오전 12:40:04,Rec,0,0,0,0,0,0,0,0,0
2024-09-08 오전 12:40:04,Rec,0,0,0,0,0,0,0,0,0
2024-09-08 오전 12:40:04,Rec,0,0,0,0,0,0,0,0,0
2024-09-08 오전 12:40:04,Rec,0,0,0,0,0,0,0,0,0
2024-09-08 오전 12:40:04,Rec,0,0,0,0,0,0,0,0,0
2024-09-08 오전 12:40:05,Rec,0,0,0,0,0,0,0,0,0
2024-09-08 오전 12:40:05,Rec,0,0,0,0,0,0,0,0,0
2024-09-08 오전 12:40:05,Rec,0,0,0,0,0,0,0,0,0
2024-09-08 오전 12:40:05,Rec,0,0,0,0,0,0,0,0,0
2024-09-08 오전 12:40:05,Rec,0,0,0,0,0,0,0,0,0
2024-09-08 오전 12:40:06,Rec,0,0,0,0,0,0,0,0,0
2024-09-08 오전 12:40:07,Rec,0,0,0,0,0,0,0,0,0
2024-09-08 오전 12:40:09,Rec,0,0,0,0,0,0,0,0,0
2024-09-08 오전 12:40:10,Rec,0,0,0,0,0,0,0,0,0
2024-09-08 오전 12:40:11,Rec,0,0,0,0,0,0,0,0,0
2024-09-08 오전 12:40:13,Rec,0,0,0,0,0,0,0,0,0
2024-09-08 오전 12:40:14,Rec,0,0,0,0,0,0,0,0,0
2024-09-08 오전 12:40:14,Rec,0,0,0,0,0,0,0,0,0
2024-09-08 오전 12:40:15,Rec,0,0,0,0,0,0,0,0,0
2024-09-08 오전 12:40:17,Rec,0,0,0,0,0,0,0,0,0
2024-09-08 오전 12:40:17,Rec,0,0,0,0,0,0,0,0,0
2024-09-08 오전 12:40:20,Rec,0,0,0,0,0,0,0,0,0
2024-09-08 오전 12:40:20,Rec,0,0,0,0,0,0,0,0,0
2024-09-08 오전 12:40:21,Rec,0,0,0,0,0,0,0,0,0
2024-09-08 오전 12:40:22,Rec,0,0,0,0,0,0,0,0,0
2024-09-08 오전 12:40:22,Rec,0,0,0,0,0,0,0,0,0
2024-09-08 오전 12:40:25,Rec,0,0,0,0,0,0,0,0,0
2024-09-08 오전 12:40:25,Rec,0,0,0,0,0,0,0,0,0
2024-09-08 오전 12:40:26,Rec,0,0,0,0,0,0,0,0,0
2024-09-08 오전 12:40:28,Rec,0,0,0,0,0,0,0,0,0
2024-09-08 오전 12:40:34,Rec,0,0,0,0,0,0,0,0,0
2024-09-08 오전 12:40:35,Rec,0,0,0,0,0,0,0,0,0
2024-09-08 오전 12:40:35,Rec,0,0,0,0,0,0,0,0,0
2024-09-08 오전 12:40:35,Rec,0,0,0,0,0,0,0,0,0
2024-09-08 오전 12:40:35,Rec,0,0,0,0,0,0,0,0,0
2024-09-08 오전 12:40:37,Rec,0,0,0,0,0,0,0,0,0
2024-09-08 오전 12:40:44,Rec,0,0,0,0,0,0,0,0,0
2024-09-08 오전 12:40:45,Rec,0,0,0,0,0,0,0,0,0
2024-09-08 오전 12:40:48,Rec,0,0,0,0,0,0,0,0,0
2024-09-08 오전 12:40:52,Rec,0,0,0,0,0,0,0,0,0
2024-09-08 오전 12:40:52,Rec,0,0,0,0,0,0,0,0,0
2024-09-08 오전 12:40:55,Rec,0,0,0,0,0,0,0,0,0
2024-09-08 오전 12:40:56,Rec,0,0,0,0,0,0,0,0,0
2024-09-08 오전 12:40:58,Rec,0,0,0,0,0,0,0,0,0
2024-09-08 오전 12:40:58,Rec,0,0,0,0,0,0,0,0,0
2024-09-08 오전 12:40:58,Rec,0,0,0,0,0,0,0,0,0
2024-09-08 오전 12:40:58,Rec,0,0,0,0,0,0,0,0,0
2024-09-08 오전 12:40:58,Rec,0,0,0,0,0,0,0,0,0
2024-09-08 오전 12:40:59,Rec,0,0,0,0,0,0,0,0,0
2024-09-08 오전 12:40:59,Rec,0,0,0,0,0,0,0,0,0
2024-09-08 오전 12:41:00,Rec,0,0,0,0,0,0,0,0,0
2024-09-08 오전 12:41:01,Rec,0,0,0,0,0,0,0,0,0
2024-09-08 오전 12:41:01,Rec,0,0,0,0,0,0,0,0,0
2024-09-08 오전 12:41:08,Rec,0,0,0,0,0,0,0,0,0
2024-09-08 오전 12:41:08,Rec,0,0,0,0,0,0,0,0,0
