Date time,EVENT
2024-09-08 오전 4:16:22,EV_Fiber13번,Connecting
2024-09-08 오전 4:16:22,TRY,Reconnection
2024-09-08 오전 4:16:22,EV_Vibe13번,Opened
2024-09-08 오전 4:16:34,EV_Fiber13번,Connecting
2024-09-08 오전 4:16:34,TRY,Reconnection
2024-09-08 오전 4:16:34,EV_Vibe13번,Opened
2024-09-08 오전 4:16:46,EV_Fiber13번,Connecting
2024-09-08 오전 4:16:46,TRY,Reconnection
2024-09-08 오전 4:16:46,EV_Vibe13번,Opened
2024-09-08 오전 4:16:58,EV_Fiber13번,Connecting
2024-09-08 오전 4:16:58,TRY,Reconnection
2024-09-08 오전 4:16:58,EV_Vibe13번,Opened
2024-09-08 오전 4:17:10,EV_Fiber13번,Connecting
2024-09-08 오전 4:17:10,TRY,Reconnection
2024-09-08 오전 4:17:10,EV_Vibe13번,Opened
2024-09-08 오전 4:17:22,EV_Fiber13번,Connecting
2024-09-08 오전 4:17:22,TRY,Reconnection
2024-09-08 오전 4:17:22,EV_Vibe13번,Opened
2024-09-08 오전 4:17:34,EV_Fiber13번,Connecting
2024-09-08 오전 4:17:34,TRY,Reconnection
2024-09-08 오전 4:17:34,EV_Vibe13번,Opened
2024-09-08 오전 4:17:46,EV_Fiber13번,Connecting
2024-09-08 오전 4:17:46,TRY,Reconnection
2024-09-08 오전 4:17:46,EV_Vibe13번,Opened
2024-09-08 오전 4:17:58,EV_Fiber13번,Connecting
2024-09-08 오전 4:17:58,TRY,Reconnection
2024-09-08 오전 4:17:58,EV_Vibe13번,Opened
2024-09-08 오전 4:18:10,EV_Fiber13번,Connecting
2024-09-08 오전 4:18:10,TRY,Reconnection
2024-09-08 오전 4:18:10,EV_Vibe13번,Opened
2024-09-08 오전 4:18:22,EV_Fiber13번,Connecting
2024-09-08 오전 4:18:22,TRY,Reconnection
2024-09-08 오전 4:18:22,EV_Vibe13번,Opened
2024-09-08 오전 4:18:34,EV_Fiber13번,Connecting
2024-09-08 오전 4:18:34,TRY,Reconnection
2024-09-08 오전 4:18:34,EV_Vibe13번,Opened
2024-09-08 오전 4:18:46,EV_Fiber13번,Connecting
2024-09-08 오전 4:18:46,TRY,Reconnection
2024-09-08 오전 4:18:46,EV_Vibe13번,Opened
2024-09-08 오전 4:18:58,EV_Fiber13번,Connecting
2024-09-08 오전 4:18:58,TRY,Reconnection
2024-09-08 오전 4:18:58,EV_Vibe13번,Opened
2024-09-08 오전 4:19:10,EV_Fiber13번,Connecting
2024-09-08 오전 4:19:10,TRY,Reconnection
2024-09-08 오전 4:19:10,EV_Vibe13번,Opened
2024-09-08 오전 4:19:22,EV_Fiber13번,Connecting
2024-09-08 오전 4:19:22,TRY,Reconnection
2024-09-08 오전 4:19:22,EV_Vibe13번,Opened
2024-09-08 오전 4:19:34,EV_Fiber13번,Connecting
2024-09-08 오전 4:19:34,TRY,Reconnection
2024-09-08 오전 4:19:34,EV_Vibe13번,Opened
2024-09-08 오전 4:19:46,EV_Fiber13번,Connecting
2024-09-08 오전 4:19:46,TRY,Reconnection
2024-09-08 오전 4:19:46,EV_Vibe13번,Opened
2024-09-08 오전 4:19:58,EV_Fiber13번,Connecting
2024-09-08 오전 4:19:58,TRY,Reconnection
2024-09-08 오전 4:19:58,EV_Vibe13번,Opened
2024-09-08 오전 4:20:10,EV_Fiber13번,Connecting
2024-09-08 오전 4:20:10,TRY,Reconnection
2024-09-08 오전 4:20:10,EV_Vibe13번,Opened
2024-09-08 오전 4:20:22,EV_Fiber13번,Connecting
2024-09-08 오전 4:20:22,TRY,Reconnection
2024-09-08 오전 4:20:22,EV_Vibe13번,Opened
2024-09-08 오전 4:20:44,EV_Fiber13번,Connecting
2024-09-08 오전 4:20:44,TRY,Reconnection
2024-09-08 오전 4:20:44,EV_Vibe13번,Opened
2024-09-08 오전 4:20:56,EV_Fiber13번,Connecting
2024-09-08 오전 4:20:56,TRY,Reconnection
2024-09-08 오전 4:20:56,EV_Vibe13번,Opened
2024-09-08 오전 4:21:08,EV_Fiber13번,Connecting
2024-09-08 오전 4:21:08,TRY,Reconnection
2024-09-08 오전 4:21:08,EV_Vibe13번,Opened
2024-09-08 오전 4:21:20,EV_Fiber13번,Connecting
2024-09-08 오전 4:21:20,TRY,Reconnection
2024-09-08 오전 4:21:20,EV_Vibe13번,Opened
2024-09-08 오전 4:21:32,EV_Fiber13번,Connecting
2024-09-08 오전 4:21:32,TRY,Reconnection
2024-09-08 오전 4:21:32,EV_Vibe13번,Opened
2024-09-08 오전 4:21:44,EV_Fiber13번,Connecting
2024-09-08 오전 4:21:44,TRY,Reconnection
2024-09-08 오전 4:21:44,EV_Vibe13번,Opened
2024-09-08 오전 4:21:56,EV_Fiber13번,Connecting
2024-09-08 오전 4:21:56,TRY,Reconnection
2024-09-08 오전 4:21:56,EV_Vibe13번,Opened
2024-09-08 오전 4:22:08,EV_Fiber13번,Connecting
2024-09-08 오전 4:22:08,TRY,Reconnection
2024-09-08 오전 4:22:08,EV_Vibe13번,Opened
2024-09-08 오전 4:22:20,EV_Fiber13번,Connecting
2024-09-08 오전 4:22:20,TRY,Reconnection
2024-09-08 오전 4:22:20,EV_Vibe13번,Opened
2024-09-08 오전 4:22:32,EV_Fiber13번,Connecting
2024-09-08 오전 4:22:32,TRY,Reconnection
2024-09-08 오전 4:22:32,EV_Vibe13번,Opened
2024-09-08 오전 4:22:44,EV_Fiber13번,Connecting
2024-09-08 오전 4:22:44,TRY,Reconnection
2024-09-08 오전 4:22:44,EV_Vibe13번,Opened
2024-09-08 오전 4:22:56,EV_Fiber13번,Connecting
2024-09-08 오전 4:22:56,TRY,Reconnection
2024-09-08 오전 4:22:56,EV_Vibe13번,Opened
2024-09-08 오전 4:23:08,EV_Fiber13번,Connecting
2024-09-08 오전 4:23:08,TRY,Reconnection
2024-09-08 오전 4:23:08,EV_Vibe13번,Opened
2024-09-08 오전 4:23:20,EV_Fiber13번,Connecting
2024-09-08 오전 4:23:20,TRY,Reconnection
2024-09-08 오전 4:23:20,EV_Vibe13번,Opened
2024-09-08 오전 4:23:32,EV_Fiber13번,Connecting
2024-09-08 오전 4:23:32,TRY,Reconnection
2024-09-08 오전 4:23:32,EV_Vibe13번,Opened
2024-09-08 오전 4:23:44,EV_Fiber13번,Connecting
2024-09-08 오전 4:23:44,TRY,Reconnection
2024-09-08 오전 4:23:44,EV_Vibe13번,Opened
2024-09-08 오전 4:23:56,EV_Fiber13번,Connecting
2024-09-08 오전 4:23:56,TRY,Reconnection
2024-09-08 오전 4:23:56,EV_Vibe13번,Opened
2024-09-08 오전 4:24:08,EV_Fiber13번,Connecting
2024-09-08 오전 4:24:08,TRY,Reconnection
2024-09-08 오전 4:24:08,EV_Vibe13번,Opened
2024-09-08 오전 4:24:20,EV_Fiber13번,Connecting
2024-09-08 오전 4:24:20,TRY,Reconnection
2024-09-08 오전 4:24:20,EV_Vibe13번,Opened
2024-09-08 오전 4:24:32,EV_Fiber13번,Connecting
2024-09-08 오전 4:24:32,TRY,Reconnection
2024-09-08 오전 4:24:32,EV_Vibe13번,Opened
2024-09-08 오전 4:24:44,EV_Fiber13번,Connecting
2024-09-08 오전 4:24:44,TRY,Reconnection
2024-09-08 오전 4:24:44,EV_Vibe13번,Opened
2024-09-08 오전 4:24:56,EV_Fiber13번,Connecting
2024-09-08 오전 4:24:56,TRY,Reconnection
2024-09-08 오전 4:24:56,EV_Vibe13번,Opened
2024-09-08 오전 4:25:08,EV_Fiber13번,Connecting
2024-09-08 오전 4:25:08,TRY,Reconnection
2024-09-08 오전 4:25:08,EV_Vibe13번,Opened
2024-09-08 오전 4:25:20,EV_Fiber13번,Connecting
2024-09-08 오전 4:25:20,TRY,Reconnection
2024-09-08 오전 4:25:20,EV_Vibe13번,Opened
2024-09-08 오전 4:25:32,EV_Fiber13번,Connecting
2024-09-08 오전 4:25:32,TRY,Reconnection
2024-09-08 오전 4:25:32,EV_Vibe13번,Opened
2024-09-08 오전 4:25:44,EV_Fiber13번,Connecting
2024-09-08 오전 4:25:44,TRY,Reconnection
2024-09-08 오전 4:25:44,EV_Vibe13번,Opened
2024-09-08 오전 4:25:56,EV_Fiber13번,Connecting
2024-09-08 오전 4:25:56,TRY,Reconnection
2024-09-08 오전 4:25:56,EV_Vibe13번,Opened
2024-09-08 오전 4:26:08,EV_Fiber13번,Connecting
2024-09-08 오전 4:26:08,TRY,Reconnection
2024-09-08 오전 4:26:08,EV_Vibe13번,Opened
2024-09-08 오전 4:26:20,EV_Fiber13번,Connecting
2024-09-08 오전 4:26:20,TRY,Reconnection
2024-09-08 오전 4:26:20,EV_Vibe13번,Opened
2024-09-08 오전 4:26:32,EV_Fiber13번,Connecting
2024-09-08 오전 4:26:32,TRY,Reconnection
2024-09-08 오전 4:26:32,EV_Vibe13번,Opened
2024-09-08 오전 4:26:44,EV_Fiber13번,Connecting
2024-09-08 오전 4:26:44,TRY,Reconnection
2024-09-08 오전 4:26:44,EV_Vibe13번,Opened
2024-09-08 오전 4:26:56,EV_Fiber13번,Connecting
2024-09-08 오전 4:26:56,TRY,Reconnection
2024-09-08 오전 4:26:56,EV_Vibe13번,Opened
2024-09-08 오전 4:27:08,EV_Fiber13번,Connecting
2024-09-08 오전 4:27:08,TRY,Reconnection
2024-09-08 오전 4:27:08,EV_Vibe13번,Opened
2024-09-08 오전 4:27:20,EV_Fiber13번,Connecting
2024-09-08 오전 4:27:20,TRY,Reconnection
2024-09-08 오전 4:27:20,EV_Vibe13번,Opened
2024-09-08 오전 4:27:32,EV_Fiber13번,Connecting
2024-09-08 오전 4:27:32,TRY,Reconnection
2024-09-08 오전 4:27:32,EV_Vibe13번,Opened
2024-09-08 오전 4:27:44,EV_Fiber13번,Connecting
2024-09-08 오전 4:27:44,TRY,Reconnection
2024-09-08 오전 4:27:44,EV_Vibe13번,Opened
2024-09-08 오전 4:27:56,EV_Fiber13번,Connecting
2024-09-08 오전 4:27:56,TRY,Reconnection
2024-09-08 오전 4:27:56,EV_Vibe13번,Opened
2024-09-08 오전 4:28:08,EV_Fiber13번,Connecting
2024-09-08 오전 4:28:08,TRY,Reconnection
2024-09-08 오전 4:28:08,EV_Vibe13번,Opened
2024-09-08 오전 4:28:20,EV_Fiber13번,Connecting
2024-09-08 오전 4:28:20,TRY,Reconnection
2024-09-08 오전 4:28:20,EV_Vibe13번,Opened
2024-09-08 오전 4:28:32,EV_Fiber13번,Connecting
2024-09-08 오전 4:28:32,TRY,Reconnection
2024-09-08 오전 4:28:32,EV_Vibe13번,Opened
2024-09-08 오전 4:28:44,EV_Fiber13번,Connecting
2024-09-08 오전 4:28:44,TRY,Reconnection
2024-09-08 오전 4:28:44,EV_Vibe13번,Opened
2024-09-08 오전 4:28:56,EV_Fiber13번,Connecting
2024-09-08 오전 4:28:56,TRY,Reconnection
2024-09-08 오전 4:28:56,EV_Vibe13번,Opened
2024-09-08 오전 4:29:08,EV_Fiber13번,Connecting
2024-09-08 오전 4:29:08,TRY,Reconnection
2024-09-08 오전 4:29:08,EV_Vibe13번,Opened
2024-09-08 오전 4:29:22,EV_Fiber13번,Connecting
2024-09-08 오전 4:29:22,TRY,Reconnection
2024-09-08 오전 4:29:22,EV_Vibe13번,Opened
2024-09-08 오전 4:29:34,EV_Fiber13번,Connecting
2024-09-08 오전 4:29:34,TRY,Reconnection
2024-09-08 오전 4:29:34,EV_Vibe13번,Opened
2024-09-08 오전 4:29:46,EV_Fiber13번,Connecting
2024-09-08 오전 4:29:46,TRY,Reconnection
2024-09-08 오전 4:29:46,EV_Vibe13번,Opened
2024-09-08 오전 4:29:58,EV_Fiber13번,Connecting
2024-09-08 오전 4:29:58,TRY,Reconnection
2024-09-08 오전 4:29:58,EV_Vibe13번,Opened
2024-09-08 오전 4:30:10,EV_Fiber13번,Connecting
2024-09-08 오전 4:30:10,TRY,Reconnection
2024-09-08 오전 4:30:10,EV_Vibe13번,Opened
2024-09-08 오전 4:30:22,EV_Fiber13번,Connecting
2024-09-08 오전 4:30:22,TRY,Reconnection
2024-09-08 오전 4:30:22,EV_Vibe13번,Opened
2024-09-08 오전 4:30:34,EV_Fiber13번,Connecting
2024-09-08 오전 4:30:34,TRY,Reconnection
2024-09-08 오전 4:30:34,EV_Vibe13번,Opened
2024-09-08 오전 4:30:46,EV_Fiber13번,Connecting
2024-09-08 오전 4:30:46,TRY,Reconnection
2024-09-08 오전 4:30:46,EV_Vibe13번,Opened
2024-09-08 오전 4:30:58,EV_Fiber13번,Connecting
2024-09-08 오전 4:30:58,TRY,Reconnection
2024-09-08 오전 4:30:58,EV_Vibe13번,Opened
2024-09-08 오전 4:31:10,EV_Fiber13번,Connecting
2024-09-08 오전 4:31:10,TRY,Reconnection
2024-09-08 오전 4:31:10,EV_Vibe13번,Opened
2024-09-08 오전 4:31:22,EV_Fiber13번,Connecting
2024-09-08 오전 4:31:22,TRY,Reconnection
2024-09-08 오전 4:31:22,EV_Vibe13번,Opened
2024-09-08 오전 4:31:34,EV_Fiber13번,Connecting
2024-09-08 오전 4:31:34,TRY,Reconnection
2024-09-08 오전 4:31:34,EV_Vibe13번,Opened
2024-09-08 오전 4:31:46,EV_Fiber13번,Connecting
2024-09-08 오전 4:31:46,TRY,Reconnection
2024-09-08 오전 4:31:46,EV_Vibe13번,Opened
2024-09-08 오전 4:31:58,EV_Fiber13번,Connecting
2024-09-08 오전 4:31:58,TRY,Reconnection
2024-09-08 오전 4:31:58,EV_Vibe13번,Opened
2024-09-08 오전 4:32:10,EV_Fiber13번,Connecting
2024-09-08 오전 4:32:10,TRY,Reconnection
2024-09-08 오전 4:32:10,EV_Vibe13번,Opened
2024-09-08 오전 4:32:22,EV_Fiber13번,Connecting
2024-09-08 오전 4:32:22,TRY,Reconnection
2024-09-08 오전 4:32:22,EV_Vibe13번,Opened
2024-09-08 오전 4:32:34,EV_Fiber13번,Connecting
2024-09-08 오전 4:32:34,TRY,Reconnection
2024-09-08 오전 4:32:34,EV_Vibe13번,Opened
2024-09-08 오전 4:32:46,EV_Fiber13번,Connecting
2024-09-08 오전 4:32:46,TRY,Reconnection
2024-09-08 오전 4:32:46,EV_Vibe13번,Opened
2024-09-08 오전 4:32:58,EV_Fiber13번,Connecting
2024-09-08 오전 4:32:58,TRY,Reconnection
2024-09-08 오전 4:32:58,EV_Vibe13번,Opened
2024-09-08 오전 4:33:10,EV_Fiber13번,Connecting
2024-09-08 오전 4:33:10,TRY,Reconnection
2024-09-08 오전 4:33:10,EV_Vibe13번,Opened
2024-09-08 오전 4:33:22,EV_Fiber13번,Connecting
2024-09-08 오전 4:33:22,TRY,Reconnection
2024-09-08 오전 4:33:22,EV_Vibe13번,Opened
2024-09-08 오전 4:33:34,EV_Fiber13번,Connecting
2024-09-08 오전 4:33:34,TRY,Reconnection
2024-09-08 오전 4:33:34,EV_Vibe13번,Opened
2024-09-08 오전 4:33:46,EV_Fiber13번,Connecting
2024-09-08 오전 4:33:46,TRY,Reconnection
2024-09-08 오전 4:33:46,EV_Vibe13번,Opened
2024-09-08 오전 4:33:58,EV_Fiber13번,Connecting
2024-09-08 오전 4:33:58,TRY,Reconnection
2024-09-08 오전 4:33:58,EV_Vibe13번,Opened
2024-09-08 오전 4:34:10,EV_Fiber13번,Connecting
2024-09-08 오전 4:34:10,TRY,Reconnection
2024-09-08 오전 4:34:10,EV_Vibe13번,Opened
2024-09-08 오전 4:34:44,EV_Fiber13번,Connecting
2024-09-08 오전 4:34:44,TRY,Reconnection
2024-09-08 오전 4:34:44,EV_Vibe13번,Opened
2024-09-08 오전 4:35:00,EV_Fiber13번,Connecting
2024-09-08 오전 4:35:00,TRY,Reconnection
2024-09-08 오전 4:35:00,EV_Vibe13번,Opened
2024-09-08 오전 4:35:12,EV_Fiber13번,Connecting
2024-09-08 오전 4:35:12,TRY,Reconnection
2024-09-08 오전 4:35:12,EV_Vibe13번,Opened
2024-09-08 오전 4:35:24,EV_Fiber13번,Connecting
2024-09-08 오전 4:35:24,TRY,Reconnection
2024-09-08 오전 4:35:24,EV_Vibe13번,Opened
2024-09-08 오전 4:35:44,EV_Fiber13번,Connecting
2024-09-08 오전 4:35:44,TRY,Reconnection
2024-09-08 오전 4:35:44,EV_Vibe13번,Opened
2024-09-08 오전 4:35:56,EV_Fiber13번,Connecting
2024-09-08 오전 4:35:56,TRY,Reconnection
2024-09-08 오전 4:35:56,EV_Vibe13번,Opened
2024-09-08 오전 4:36:08,EV_Fiber13번,Connecting
2024-09-08 오전 4:36:08,TRY,Reconnection
2024-09-08 오전 4:36:08,EV_Vibe13번,Opened
2024-09-08 오전 4:36:20,EV_Fiber13번,Connecting
2024-09-08 오전 4:36:20,TRY,Reconnection
2024-09-08 오전 4:36:20,EV_Vibe13번,Opened
2024-09-08 오전 4:36:32,EV_Fiber13번,Connecting
2024-09-08 오전 4:36:32,TRY,Reconnection
2024-09-08 오전 4:36:32,EV_Vibe13번,Opened
2024-09-08 오전 4:36:48,EV_Fiber13번,Connecting
2024-09-08 오전 4:36:48,TRY,Reconnection
2024-09-08 오전 4:36:48,EV_Vibe13번,Opened
2024-09-08 오전 4:37:00,EV_Fiber13번,Connecting
2024-09-08 오전 4:37:00,TRY,Reconnection
2024-09-08 오전 4:37:00,EV_Vibe13번,Opened
2024-09-08 오전 4:37:18,EV_Fiber13번,Connecting
2024-09-08 오전 4:37:18,TRY,Reconnection
2024-09-08 오전 4:37:18,EV_Vibe13번,Opened
2024-09-08 오전 4:37:30,EV_Fiber13번,Connecting
2024-09-08 오전 4:37:30,TRY,Reconnection
2024-09-08 오전 4:37:30,EV_Vibe13번,Opened
2024-09-08 오전 4:37:42,EV_Fiber13번,Connecting
2024-09-08 오전 4:37:42,TRY,Reconnection
2024-09-08 오전 4:37:42,EV_Vibe13번,Opened
2024-09-08 오전 4:37:54,EV_Fiber13번,Connecting
2024-09-08 오전 4:37:54,TRY,Reconnection
2024-09-08 오전 4:37:54,EV_Vibe13번,Opened
2024-09-08 오전 4:38:06,EV_Fiber13번,Connecting
2024-09-08 오전 4:38:06,TRY,Reconnection
2024-09-08 오전 4:38:06,EV_Vibe13번,Opened
2024-09-08 오전 4:38:18,EV_Fiber13번,Connecting
2024-09-08 오전 4:38:18,TRY,Reconnection
2024-09-08 오전 4:38:18,EV_Vibe13번,Opened
2024-09-08 오전 4:38:30,EV_Fiber13번,Connecting
2024-09-08 오전 4:38:30,TRY,Reconnection
2024-09-08 오전 4:38:30,EV_Vibe13번,Opened
2024-09-08 오전 4:38:42,EV_Fiber13번,Connecting
2024-09-08 오전 4:38:42,TRY,Reconnection
2024-09-08 오전 4:38:42,EV_Vibe13번,Opened
2024-09-08 오전 4:38:54,EV_Fiber13번,Connecting
2024-09-08 오전 4:38:54,TRY,Reconnection
2024-09-08 오전 4:38:54,EV_Vibe13번,Opened
2024-09-08 오전 4:39:06,EV_Fiber13번,Connecting
2024-09-08 오전 4:39:06,TRY,Reconnection
2024-09-08 오전 4:39:06,EV_Vibe13번,Opened
2024-09-08 오전 4:39:18,EV_Fiber13번,Connecting
2024-09-08 오전 4:39:18,TRY,Reconnection
2024-09-08 오전 4:39:19,EV_Vibe13번,Opened
2024-09-08 오전 4:39:30,EV_Fiber13번,Connecting
2024-09-08 오전 4:39:30,TRY,Reconnection
2024-09-08 오전 4:39:30,EV_Vibe13번,Opened
2024-09-08 오전 4:39:42,EV_Fiber13번,Connecting
2024-09-08 오전 4:39:42,TRY,Reconnection
2024-09-08 오전 4:39:42,EV_Vibe13번,Opened
2024-09-08 오전 4:39:54,EV_Fiber13번,Connecting
2024-09-08 오전 4:39:54,TRY,Reconnection
2024-09-08 오전 4:39:54,EV_Vibe13번,Opened
2024-09-08 오전 4:40:06,EV_Fiber13번,Connecting
2024-09-08 오전 4:40:06,TRY,Reconnection
2024-09-08 오전 4:40:06,EV_Vibe13번,Opened
2024-09-08 오전 4:40:18,EV_Fiber13번,Connecting
2024-09-08 오전 4:40:18,TRY,Reconnection
2024-09-08 오전 4:40:18,EV_Vibe13번,Opened
2024-09-08 오전 4:40:30,EV_Fiber13번,Connecting
2024-09-08 오전 4:40:30,TRY,Reconnection
2024-09-08 오전 4:40:30,EV_Vibe13번,Opened
2024-09-08 오전 4:40:42,EV_Fiber13번,Connecting
2024-09-08 오전 4:40:42,TRY,Reconnection
2024-09-08 오전 4:40:42,EV_Vibe13번,Opened
2024-09-08 오전 4:40:54,EV_Fiber13번,Connecting
2024-09-08 오전 4:40:54,TRY,Reconnection
2024-09-08 오전 4:40:54,EV_Vibe13번,Opened
2024-09-08 오전 4:41:06,EV_Fiber13번,Connecting
2024-09-08 오전 4:41:06,TRY,Reconnection
2024-09-08 오전 4:41:06,EV_Vibe13번,Opened
2024-09-08 오전 4:41:18,EV_Fiber13번,Connecting
2024-09-08 오전 4:41:18,TRY,Reconnection
2024-09-08 오전 4:41:18,EV_Vibe13번,Opened
2024-09-08 오전 4:41:30,EV_Fiber13번,Connecting
2024-09-08 오전 4:41:30,TRY,Reconnection
2024-09-08 오전 4:41:30,EV_Vibe13번,Opened
2024-09-08 오전 4:41:42,EV_Fiber13번,Connecting
2024-09-08 오전 4:41:42,TRY,Reconnection
2024-09-08 오전 4:41:42,EV_Vibe13번,Opened
2024-09-08 오전 4:41:54,EV_Fiber13번,Connecting
2024-09-08 오전 4:41:54,TRY,Reconnection
2024-09-08 오전 4:41:54,EV_Vibe13번,Opened
2024-09-08 오전 4:42:06,EV_Fiber13번,Connecting
2024-09-08 오전 4:42:06,TRY,Reconnection
2024-09-08 오전 4:42:06,EV_Vibe13번,Opened
2024-09-08 오전 4:42:18,EV_Fiber13번,Connecting
2024-09-08 오전 4:42:18,TRY,Reconnection
2024-09-08 오전 4:42:18,EV_Vibe13번,Opened
2024-09-08 오전 4:42:30,EV_Fiber13번,Connecting
2024-09-08 오전 4:42:30,TRY,Reconnection
2024-09-08 오전 4:42:30,EV_Vibe13번,Opened
2024-09-08 오전 4:42:42,EV_Fiber13번,Connecting
2024-09-08 오전 4:42:42,TRY,Reconnection
2024-09-08 오전 4:42:42,EV_Vibe13번,Opened
2024-09-08 오전 4:42:54,EV_Fiber13번,Connecting
2024-09-08 오전 4:42:54,TRY,Reconnection
2024-09-08 오전 4:42:54,EV_Vibe13번,Opened
2024-09-08 오전 4:43:06,EV_Fiber13번,Connecting
2024-09-08 오전 4:43:06,TRY,Reconnection
2024-09-08 오전 4:43:06,EV_Vibe13번,Opened
2024-09-08 오전 4:43:18,EV_Fiber13번,Connecting
2024-09-08 오전 4:43:18,TRY,Reconnection
2024-09-08 오전 4:43:18,EV_Vibe13번,Opened
2024-09-08 오전 4:43:30,EV_Fiber13번,Connecting
2024-09-08 오전 4:43:30,TRY,Reconnection
2024-09-08 오전 4:43:30,EV_Vibe13번,Opened
2024-09-08 오전 4:43:42,EV_Fiber13번,Connecting
2024-09-08 오전 4:43:42,TRY,Reconnection
2024-09-08 오전 4:43:42,EV_Vibe13번,Opened
2024-09-08 오전 4:43:54,EV_Fiber13번,Connecting
2024-09-08 오전 4:43:54,TRY,Reconnection
2024-09-08 오전 4:43:54,EV_Vibe13번,Opened
2024-09-08 오전 4:44:06,EV_Fiber13번,Connecting
2024-09-08 오전 4:44:06,TRY,Reconnection
2024-09-08 오전 4:44:06,EV_Vibe13번,Opened
2024-09-08 오전 4:44:18,EV_Fiber13번,Connecting
2024-09-08 오전 4:44:18,TRY,Reconnection
2024-09-08 오전 4:44:18,EV_Vibe13번,Opened
2024-09-08 오전 4:44:30,EV_Fiber13번,Connecting
2024-09-08 오전 4:44:30,TRY,Reconnection
2024-09-08 오전 4:44:30,EV_Vibe13번,Opened
2024-09-08 오전 4:44:42,EV_Fiber13번,Connecting
2024-09-08 오전 4:44:42,TRY,Reconnection
2024-09-08 오전 4:44:42,EV_Vibe13번,Opened
2024-09-08 오전 4:44:54,EV_Fiber13번,Connecting
2024-09-08 오전 4:44:54,TRY,Reconnection
2024-09-08 오전 4:44:54,EV_Vibe13번,Opened
2024-09-08 오전 4:45:06,EV_Fiber13번,Connecting
2024-09-08 오전 4:45:06,TRY,Reconnection
2024-09-08 오전 4:45:06,EV_Vibe13번,Opened
2024-09-08 오전 4:45:26,EV_Fiber13번,Connecting
2024-09-08 오전 4:45:26,TRY,Reconnection
2024-09-08 오전 4:45:26,EV_Vibe13번,Opened
2024-09-08 오전 4:45:38,EV_Fiber13번,Connecting
2024-09-08 오전 4:45:38,TRY,Reconnection
2024-09-08 오전 4:45:38,EV_Vibe13번,Opened
2024-09-08 오전 4:45:50,EV_Fiber13번,Connecting
2024-09-08 오전 4:45:50,TRY,Reconnection
2024-09-08 오전 4:45:50,EV_Vibe13번,Opened
2024-09-08 오전 4:46:02,EV_Fiber13번,Connecting
2024-09-08 오전 4:46:02,TRY,Reconnection
2024-09-08 오전 4:46:02,EV_Vibe13번,Opened
2024-09-08 오전 4:46:14,EV_Fiber13번,Connecting
2024-09-08 오전 4:46:14,TRY,Reconnection
2024-09-08 오전 4:46:14,EV_Vibe13번,Opened
2024-09-08 오전 4:46:26,EV_Fiber13번,Connecting
2024-09-08 오전 4:46:26,TRY,Reconnection
2024-09-08 오전 4:46:26,EV_Vibe13번,Opened
2024-09-08 오전 4:46:38,EV_Fiber13번,Connecting
2024-09-08 오전 4:46:38,TRY,Reconnection
2024-09-08 오전 4:46:38,EV_Vibe13번,Opened
2024-09-08 오전 4:46:50,EV_Fiber13번,Connecting
2024-09-08 오전 4:46:50,TRY,Reconnection
2024-09-08 오전 4:46:50,EV_Vibe13번,Opened
2024-09-08 오전 4:47:10,EV_Fiber13번,Connecting
2024-09-08 오전 4:47:10,TRY,Reconnection
2024-09-08 오전 4:47:10,EV_Vibe13번,Opened
2024-09-08 오전 4:47:22,EV_Fiber13번,Connecting
2024-09-08 오전 4:47:22,TRY,Reconnection
2024-09-08 오전 4:47:22,EV_Vibe13번,Opened
2024-09-08 오전 4:47:34,EV_Fiber13번,Connecting
2024-09-08 오전 4:47:34,TRY,Reconnection
2024-09-08 오전 4:47:34,EV_Vibe13번,Opened
2024-09-08 오전 4:47:46,EV_Fiber13번,Connecting
2024-09-08 오전 4:47:46,TRY,Reconnection
2024-09-08 오전 4:47:46,EV_Vibe13번,Opened
2024-09-08 오전 4:47:58,EV_Fiber13번,Connecting
2024-09-08 오전 4:47:58,TRY,Reconnection
2024-09-08 오전 4:47:58,EV_Vibe13번,Opened
2024-09-08 오전 4:48:10,EV_Fiber13번,Connecting
2024-09-08 오전 4:48:10,TRY,Reconnection
2024-09-08 오전 4:48:10,EV_Vibe13번,Opened
2024-09-08 오전 4:48:22,EV_Fiber13번,Connecting
2024-09-08 오전 4:48:22,TRY,Reconnection
2024-09-08 오전 4:48:22,EV_Vibe13번,Opened
2024-09-08 오전 4:48:34,EV_Fiber13번,Connecting
2024-09-08 오전 4:48:34,TRY,Reconnection
2024-09-08 오전 4:48:34,EV_Vibe13번,Opened
2024-09-08 오전 4:48:54,EV_Fiber13번,Connecting
2024-09-08 오전 4:48:54,TRY,Reconnection
2024-09-08 오전 4:48:54,EV_Vibe13번,Opened
2024-09-08 오전 4:49:06,EV_Fiber13번,Connecting
2024-09-08 오전 4:49:06,TRY,Reconnection
2024-09-08 오전 4:49:06,EV_Vibe13번,Opened
2024-09-08 오전 4:49:18,EV_Fiber13번,Connecting
2024-09-08 오전 4:49:18,TRY,Reconnection
2024-09-08 오전 4:49:18,EV_Vibe13번,Opened
2024-09-08 오전 4:49:30,EV_Fiber13번,Connecting
2024-09-08 오전 4:49:30,TRY,Reconnection
2024-09-08 오전 4:49:30,EV_Vibe13번,Opened
2024-09-08 오전 4:49:42,EV_Fiber13번,Connecting
2024-09-08 오전 4:49:42,TRY,Reconnection
