Date time,EVENT
2024-09-08 오후 6:55:16,EV_Vibe13번,Opened
2024-09-08 오후 6:55:28,EV_Fiber13번,Connecting
2024-09-08 오후 6:55:28,TRY,Reconnection
2024-09-08 오후 6:55:28,EV_Vibe13번,Opened
2024-09-08 오후 6:55:40,EV_Fiber13번,Connecting
2024-09-08 오후 6:55:40,TRY,Reconnection
2024-09-08 오후 6:55:40,EV_Vibe13번,Opened
2024-09-08 오후 6:55:52,EV_Fiber13번,Connecting
2024-09-08 오후 6:55:52,TRY,Reconnection
2024-09-08 오후 6:55:52,EV_Vibe13번,Opened
2024-09-08 오후 6:56:04,EV_Fiber13번,Connecting
2024-09-08 오후 6:56:04,TRY,Reconnection
2024-09-08 오후 6:56:04,EV_Vibe13번,Opened
2024-09-08 오후 6:56:16,EV_Fiber13번,Connecting
2024-09-08 오후 6:56:16,TRY,Reconnection
2024-09-08 오후 6:56:16,EV_Vibe13번,Opened
2024-09-08 오후 6:56:28,EV_Fiber13번,Connecting
2024-09-08 오후 6:56:28,TRY,Reconnection
2024-09-08 오후 6:56:28,EV_Vibe13번,Opened
2024-09-08 오후 6:56:40,EV_Fiber13번,Connecting
2024-09-08 오후 6:56:40,TRY,Reconnection
2024-09-08 오후 6:56:40,EV_Vibe13번,Opened
2024-09-08 오후 6:56:52,EV_Fiber13번,Connecting
2024-09-08 오후 6:56:52,TRY,Reconnection
2024-09-08 오후 6:56:52,EV_Vibe13번,Opened
2024-09-08 오후 6:57:04,EV_Fiber13번,Connecting
2024-09-08 오후 6:57:04,TRY,Reconnection
2024-09-08 오후 6:57:04,EV_Vibe13번,Opened
2024-09-08 오후 6:57:16,EV_Fiber13번,Connecting
2024-09-08 오후 6:57:16,TRY,Reconnection
2024-09-08 오후 6:57:16,EV_Vibe13번,Opened
2024-09-08 오후 6:57:28,EV_Fiber13번,Connecting
2024-09-08 오후 6:57:28,TRY,Reconnection
2024-09-08 오후 6:57:28,EV_Vibe13번,Opened
2024-09-08 오후 6:57:40,EV_Fiber13번,Connecting
2024-09-08 오후 6:57:40,TRY,Reconnection
2024-09-08 오후 6:57:40,EV_Vibe13번,Opened
2024-09-08 오후 6:57:52,EV_Fiber13번,Connecting
2024-09-08 오후 6:57:52,TRY,Reconnection
2024-09-08 오후 6:57:52,EV_Vibe13번,Opened
2024-09-08 오후 6:58:04,EV_Fiber13번,Connecting
2024-09-08 오후 6:58:04,TRY,Reconnection
2024-09-08 오후 6:58:04,EV_Vibe13번,Opened
2024-09-08 오후 6:58:16,EV_Fiber13번,Connecting
2024-09-08 오후 6:58:16,TRY,Reconnection
2024-09-08 오후 6:58:16,EV_Vibe13번,Opened
2024-09-08 오후 6:58:28,EV_Fiber13번,Connecting
2024-09-08 오후 6:58:28,TRY,Reconnection
2024-09-08 오후 6:58:28,EV_Vibe13번,Opened
2024-09-08 오후 6:58:40,EV_Fiber13번,Connecting
2024-09-08 오후 6:58:40,TRY,Reconnection
2024-09-08 오후 6:58:40,EV_Vibe13번,Opened
2024-09-08 오후 6:58:52,EV_Fiber13번,Connecting
2024-09-08 오후 6:58:52,TRY,Reconnection
2024-09-08 오후 6:58:52,EV_Vibe13번,Opened
2024-09-08 오후 6:59:04,EV_Fiber13번,Connecting
2024-09-08 오후 6:59:04,TRY,Reconnection
2024-09-08 오후 6:59:04,EV_Vibe13번,Opened
2024-09-08 오후 6:59:16,EV_Fiber13번,Connecting
2024-09-08 오후 6:59:16,TRY,Reconnection
2024-09-08 오후 6:59:16,EV_Vibe13번,Opened
2024-09-08 오후 6:59:28,EV_Fiber13번,Connecting
2024-09-08 오후 6:59:28,TRY,Reconnection
2024-09-08 오후 6:59:28,EV_Vibe13번,Opened
2024-09-08 오후 6:59:40,EV_Fiber13번,Connecting
2024-09-08 오후 6:59:40,TRY,Reconnection
2024-09-08 오후 6:59:40,EV_Vibe13번,Opened
2024-09-08 오후 6:59:52,EV_Fiber13번,Connecting
2024-09-08 오후 6:59:52,TRY,Reconnection
2024-09-08 오후 6:59:52,EV_Vibe13번,Opened
2024-09-08 오후 7:00:04,EV_Fiber13번,Connecting
2024-09-08 오후 7:00:04,TRY,Reconnection
2024-09-08 오후 7:00:04,EV_Vibe13번,Opened
2024-09-08 오후 7:00:16,EV_Fiber13번,Connecting
2024-09-08 오후 7:00:16,TRY,Reconnection
2024-09-08 오후 7:00:16,EV_Vibe13번,Opened
2024-09-08 오후 7:00:28,EV_Fiber13번,Connecting
2024-09-08 오후 7:00:28,TRY,Reconnection
2024-09-08 오후 7:00:28,EV_Vibe13번,Opened
2024-09-08 오후 7:00:40,EV_Fiber13번,Connecting
2024-09-08 오후 7:00:40,TRY,Reconnection
2024-09-08 오후 7:00:40,EV_Vibe13번,Opened
2024-09-08 오후 7:00:52,EV_Fiber13번,Connecting
2024-09-08 오후 7:00:52,TRY,Reconnection
2024-09-08 오후 7:00:52,EV_Vibe13번,Opened
2024-09-08 오후 7:01:04,EV_Fiber13번,Connecting
2024-09-08 오후 7:01:04,TRY,Reconnection
2024-09-08 오후 7:01:04,EV_Vibe13번,Opened
2024-09-08 오후 7:01:16,EV_Fiber13번,Connecting
2024-09-08 오후 7:01:16,TRY,Reconnection
2024-09-08 오후 7:01:16,EV_Vibe13번,Opened
2024-09-08 오후 7:01:28,EV_Fiber13번,Connecting
2024-09-08 오후 7:01:28,TRY,Reconnection
2024-09-08 오후 7:01:28,EV_Vibe13번,Opened
2024-09-08 오후 7:01:40,EV_Fiber13번,Connecting
2024-09-08 오후 7:01:40,TRY,Reconnection
2024-09-08 오후 7:01:40,EV_Vibe13번,Opened
2024-09-08 오후 7:01:52,EV_Fiber13번,Connecting
2024-09-08 오후 7:01:52,TRY,Reconnection
2024-09-08 오후 7:01:52,EV_Vibe13번,Opened
2024-09-08 오후 7:02:04,EV_Fiber13번,Connecting
2024-09-08 오후 7:02:04,TRY,Reconnection
2024-09-08 오후 7:02:04,EV_Vibe13번,Opened
2024-09-08 오후 7:02:16,EV_Fiber13번,Connecting
2024-09-08 오후 7:02:16,TRY,Reconnection
2024-09-08 오후 7:02:16,EV_Vibe13번,Opened
2024-09-08 오후 7:02:28,EV_Fiber13번,Connecting
2024-09-08 오후 7:02:28,TRY,Reconnection
2024-09-08 오후 7:02:28,EV_Vibe13번,Opened
2024-09-08 오후 7:02:40,EV_Fiber13번,Connecting
2024-09-08 오후 7:02:40,TRY,Reconnection
2024-09-08 오후 7:02:40,EV_Vibe13번,Opened
2024-09-08 오후 7:02:52,EV_Fiber13번,Connecting
2024-09-08 오후 7:02:52,TRY,Reconnection
2024-09-08 오후 7:02:52,EV_Vibe13번,Opened
2024-09-08 오후 7:03:04,EV_Fiber13번,Connecting
2024-09-08 오후 7:03:04,TRY,Reconnection
2024-09-08 오후 7:03:04,EV_Vibe13번,Opened
2024-09-08 오후 7:03:16,EV_Fiber13번,Connecting
2024-09-08 오후 7:03:16,TRY,Reconnection
2024-09-08 오후 7:03:16,EV_Vibe13번,Opened
2024-09-08 오후 7:03:28,EV_Fiber13번,Connecting
2024-09-08 오후 7:03:28,TRY,Reconnection
2024-09-08 오후 7:03:28,EV_Vibe13번,Opened
2024-09-08 오후 7:03:40,EV_Fiber13번,Connecting
2024-09-08 오후 7:03:40,TRY,Reconnection
2024-09-08 오후 7:03:40,EV_Vibe13번,Opened
2024-09-08 오후 7:03:52,EV_Fiber13번,Connecting
2024-09-08 오후 7:03:52,TRY,Reconnection
2024-09-08 오후 7:03:52,EV_Vibe13번,Opened
2024-09-08 오후 7:04:04,EV_Fiber13번,Connecting
2024-09-08 오후 7:04:04,TRY,Reconnection
2024-09-08 오후 7:04:04,EV_Vibe13번,Opened
2024-09-08 오후 7:04:16,EV_Fiber13번,Connecting
2024-09-08 오후 7:04:16,TRY,Reconnection
2024-09-08 오후 7:04:16,EV_Vibe13번,Opened
2024-09-08 오후 7:04:28,EV_Fiber13번,Connecting
2024-09-08 오후 7:04:28,TRY,Reconnection
2024-09-08 오후 7:04:28,EV_Vibe13번,Opened
2024-09-08 오후 7:04:40,EV_Fiber13번,Connecting
2024-09-08 오후 7:04:40,TRY,Reconnection
2024-09-08 오후 7:04:40,EV_Vibe13번,Opened
2024-09-08 오후 7:04:52,EV_Fiber13번,Connecting
2024-09-08 오후 7:04:52,TRY,Reconnection
2024-09-08 오후 7:04:52,EV_Vibe13번,Opened
2024-09-08 오후 7:05:04,EV_Fiber13번,Connecting
2024-09-08 오후 7:05:04,TRY,Reconnection
2024-09-08 오후 7:05:04,EV_Vibe13번,Opened
2024-09-08 오후 7:05:16,EV_Fiber13번,Connecting
2024-09-08 오후 7:05:16,TRY,Reconnection
2024-09-08 오후 7:05:16,EV_Vibe13번,Opened
2024-09-08 오후 7:05:28,EV_Fiber13번,Connecting
2024-09-08 오후 7:05:28,TRY,Reconnection
2024-09-08 오후 7:05:28,EV_Vibe13번,Opened
2024-09-08 오후 7:05:40,EV_Fiber13번,Connecting
2024-09-08 오후 7:05:40,TRY,Reconnection
2024-09-08 오후 7:05:40,EV_Vibe13번,Opened
2024-09-08 오후 7:05:52,EV_Fiber13번,Connecting
2024-09-08 오후 7:05:52,TRY,Reconnection
2024-09-08 오후 7:05:52,EV_Vibe13번,Opened
2024-09-08 오후 7:06:04,EV_Fiber13번,Connecting
2024-09-08 오후 7:06:04,TRY,Reconnection
2024-09-08 오후 7:06:04,EV_Vibe13번,Opened
2024-09-08 오후 7:06:16,EV_Fiber13번,Connecting
2024-09-08 오후 7:06:16,TRY,Reconnection
2024-09-08 오후 7:06:16,EV_Vibe13번,Opened
2024-09-08 오후 7:06:28,EV_Fiber13번,Connecting
2024-09-08 오후 7:06:28,TRY,Reconnection
2024-09-08 오후 7:06:28,EV_Vibe13번,Opened
2024-09-08 오후 7:06:40,EV_Fiber13번,Connecting
2024-09-08 오후 7:06:40,TRY,Reconnection
2024-09-08 오후 7:06:40,EV_Vibe13번,Opened
2024-09-08 오후 7:06:52,EV_Fiber13번,Connecting
2024-09-08 오후 7:06:52,TRY,Reconnection
2024-09-08 오후 7:06:52,EV_Vibe13번,Opened
2024-09-08 오후 7:07:04,EV_Fiber13번,Connecting
2024-09-08 오후 7:07:04,TRY,Reconnection
2024-09-08 오후 7:07:04,EV_Vibe13번,Opened
2024-09-08 오후 7:07:18,EV_Fiber13번,Connecting
2024-09-08 오후 7:07:18,TRY,Reconnection
2024-09-08 오후 7:07:18,EV_Vibe13번,Opened
2024-09-08 오후 7:07:30,EV_Fiber13번,Connecting
2024-09-08 오후 7:07:30,TRY,Reconnection
2024-09-08 오후 7:07:30,EV_Vibe13번,Opened
2024-09-08 오후 7:07:42,EV_Fiber13번,Connecting
2024-09-08 오후 7:07:42,TRY,Reconnection
2024-09-08 오후 7:07:42,EV_Vibe13번,Opened
2024-09-08 오후 7:07:54,EV_Fiber13번,Connecting
2024-09-08 오후 7:07:54,TRY,Reconnection
2024-09-08 오후 7:07:54,EV_Vibe13번,Opened
2024-09-08 오후 7:08:06,EV_Fiber13번,Connecting
2024-09-08 오후 7:08:06,TRY,Reconnection
2024-09-08 오후 7:08:06,EV_Vibe13번,Opened
2024-09-08 오후 7:08:18,EV_Fiber13번,Connecting
2024-09-08 오후 7:08:18,TRY,Reconnection
2024-09-08 오후 7:08:18,EV_Vibe13번,Opened
2024-09-08 오후 7:08:30,EV_Fiber13번,Connecting
2024-09-08 오후 7:08:30,TRY,Reconnection
2024-09-08 오후 7:08:30,EV_Vibe13번,Opened
2024-09-08 오후 7:08:42,EV_Fiber13번,Connecting
2024-09-08 오후 7:08:42,TRY,Reconnection
2024-09-08 오후 7:08:42,EV_Vibe13번,Opened
2024-09-08 오후 7:08:54,EV_Fiber13번,Connecting
2024-09-08 오후 7:08:54,TRY,Reconnection
2024-09-08 오후 7:08:54,EV_Vibe13번,Opened
2024-09-08 오후 7:09:06,EV_Fiber13번,Connecting
2024-09-08 오후 7:09:06,TRY,Reconnection
2024-09-08 오후 7:09:06,EV_Vibe13번,Opened
2024-09-08 오후 7:09:18,EV_Fiber13번,Connecting
2024-09-08 오후 7:09:18,TRY,Reconnection
2024-09-08 오후 7:09:18,EV_Vibe13번,Opened
2024-09-08 오후 7:09:30,EV_Fiber13번,Connecting
2024-09-08 오후 7:09:30,TRY,Reconnection
2024-09-08 오후 7:09:30,EV_Vibe13번,Opened
2024-09-08 오후 7:09:42,EV_Fiber13번,Connecting
2024-09-08 오후 7:09:42,TRY,Reconnection
2024-09-08 오후 7:09:42,EV_Vibe13번,Opened
2024-09-08 오후 7:09:54,EV_Fiber13번,Connecting
2024-09-08 오후 7:09:54,TRY,Reconnection
2024-09-08 오후 7:09:54,EV_Vibe13번,Opened
2024-09-08 오후 7:10:06,EV_Fiber13번,Connecting
2024-09-08 오후 7:10:06,TRY,Reconnection
2024-09-08 오후 7:10:06,EV_Vibe13번,Opened
2024-09-08 오후 7:10:18,EV_Fiber13번,Connecting
2024-09-08 오후 7:10:18,TRY,Reconnection
2024-09-08 오후 7:10:18,EV_Vibe13번,Opened
2024-09-08 오후 7:10:30,EV_Fiber13번,Connecting
2024-09-08 오후 7:10:30,TRY,Reconnection
2024-09-08 오후 7:10:30,EV_Vibe13번,Opened
2024-09-08 오후 7:10:42,EV_Fiber13번,Connecting
2024-09-08 오후 7:10:42,TRY,Reconnection
2024-09-08 오후 7:10:42,EV_Vibe13번,Opened
2024-09-08 오후 7:10:54,EV_Fiber13번,Connecting
2024-09-08 오후 7:10:54,TRY,Reconnection
2024-09-08 오후 7:10:54,EV_Vibe13번,Opened
2024-09-08 오후 7:11:06,EV_Fiber13번,Connecting
2024-09-08 오후 7:11:06,TRY,Reconnection
2024-09-08 오후 7:11:06,EV_Vibe13번,Opened
2024-09-08 오후 7:11:18,EV_Fiber13번,Connecting
2024-09-08 오후 7:11:18,TRY,Reconnection
2024-09-08 오후 7:11:18,EV_Vibe13번,Opened
2024-09-08 오후 7:11:30,EV_Fiber13번,Connecting
2024-09-08 오후 7:11:30,TRY,Reconnection
2024-09-08 오후 7:11:30,EV_Vibe13번,Opened
2024-09-08 오후 7:11:42,EV_Fiber13번,Connecting
2024-09-08 오후 7:11:42,TRY,Reconnection
2024-09-08 오후 7:11:42,EV_Vibe13번,Opened
2024-09-08 오후 7:11:54,EV_Fiber13번,Connecting
2024-09-08 오후 7:11:54,TRY,Reconnection
2024-09-08 오후 7:11:54,EV_Vibe13번,Opened
2024-09-08 오후 7:12:06,EV_Fiber13번,Connecting
2024-09-08 오후 7:12:06,TRY,Reconnection
2024-09-08 오후 7:12:06,EV_Vibe13번,Opened
2024-09-08 오후 7:12:18,EV_Fiber13번,Connecting
2024-09-08 오후 7:12:18,TRY,Reconnection
2024-09-08 오후 7:12:18,EV_Vibe13번,Opened
2024-09-08 오후 7:12:30,EV_Fiber13번,Connecting
2024-09-08 오후 7:12:30,TRY,Reconnection
2024-09-08 오후 7:12:30,EV_Vibe13번,Opened
2024-09-08 오후 7:12:42,EV_Fiber13번,Connecting
2024-09-08 오후 7:12:42,TRY,Reconnection
2024-09-08 오후 7:12:42,EV_Vibe13번,Opened
2024-09-08 오후 7:12:54,EV_Fiber13번,Connecting
2024-09-08 오후 7:12:54,TRY,Reconnection
2024-09-08 오후 7:12:54,EV_Vibe13번,Opened
2024-09-08 오후 7:13:06,EV_Fiber13번,Connecting
2024-09-08 오후 7:13:06,TRY,Reconnection
2024-09-08 오후 7:13:06,EV_Vibe13번,Opened
2024-09-08 오후 7:13:18,EV_Fiber13번,Connecting
2024-09-08 오후 7:13:18,TRY,Reconnection
2024-09-08 오후 7:13:18,EV_Vibe13번,Opened
2024-09-08 오후 7:13:30,EV_Fiber13번,Connecting
2024-09-08 오후 7:13:30,TRY,Reconnection
2024-09-08 오후 7:13:30,EV_Vibe13번,Opened
2024-09-08 오후 7:13:42,EV_Fiber13번,Connecting
2024-09-08 오후 7:13:42,TRY,Reconnection
2024-09-08 오후 7:13:42,EV_Vibe13번,Opened
2024-09-08 오후 7:13:54,EV_Fiber13번,Connecting
2024-09-08 오후 7:13:54,TRY,Reconnection
2024-09-08 오후 7:13:54,EV_Vibe13번,Opened
2024-09-08 오후 7:14:06,EV_Fiber13번,Connecting
2024-09-08 오후 7:14:06,TRY,Reconnection
2024-09-08 오후 7:14:06,EV_Vibe13번,Opened
2024-09-08 오후 7:14:18,EV_Fiber13번,Connecting
2024-09-08 오후 7:14:18,TRY,Reconnection
2024-09-08 오후 7:14:18,EV_Vibe13번,Opened
2024-09-08 오후 7:14:30,EV_Fiber13번,Connecting
2024-09-08 오후 7:14:30,TRY,Reconnection
2024-09-08 오후 7:14:30,EV_Vibe13번,Opened
2024-09-08 오후 7:14:42,EV_Fiber13번,Connecting
2024-09-08 오후 7:14:42,TRY,Reconnection
2024-09-08 오후 7:14:42,EV_Vibe13번,Opened
2024-09-08 오후 7:14:54,EV_Fiber13번,Connecting
2024-09-08 오후 7:14:54,TRY,Reconnection
2024-09-08 오후 7:14:54,EV_Vibe13번,Opened
2024-09-08 오후 7:15:06,EV_Fiber13번,Connecting
2024-09-08 오후 7:15:06,TRY,Reconnection
2024-09-08 오후 7:15:06,EV_Vibe13번,Opened
2024-09-08 오후 7:15:18,EV_Fiber13번,Connecting
2024-09-08 오후 7:15:18,TRY,Reconnection
2024-09-08 오후 7:15:18,EV_Vibe13번,Opened
2024-09-08 오후 7:15:30,EV_Fiber13번,Connecting
2024-09-08 오후 7:15:30,TRY,Reconnection
2024-09-08 오후 7:15:30,EV_Vibe13번,Opened
2024-09-08 오후 7:15:42,EV_Fiber13번,Connecting
2024-09-08 오후 7:15:42,TRY,Reconnection
2024-09-08 오후 7:15:42,EV_Vibe13번,Opened
2024-09-08 오후 7:15:54,EV_Fiber13번,Connecting
2024-09-08 오후 7:15:54,TRY,Reconnection
2024-09-08 오후 7:15:54,EV_Vibe13번,Opened
2024-09-08 오후 7:16:06,EV_Fiber13번,Connecting
2024-09-08 오후 7:16:06,TRY,Reconnection
2024-09-08 오후 7:16:06,EV_Vibe13번,Opened
2024-09-08 오후 7:16:18,EV_Fiber13번,Connecting
2024-09-08 오후 7:16:18,TRY,Reconnection
2024-09-08 오후 7:16:18,EV_Vibe13번,Opened
2024-09-08 오후 7:16:30,EV_Fiber13번,Connecting
2024-09-08 오후 7:16:30,TRY,Reconnection
2024-09-08 오후 7:16:30,EV_Vibe13번,Opened
2024-09-08 오후 7:16:42,EV_Fiber13번,Connecting
2024-09-08 오후 7:16:42,TRY,Reconnection
2024-09-08 오후 7:16:42,EV_Vibe13번,Opened
2024-09-08 오후 7:16:54,EV_Fiber13번,Connecting
2024-09-08 오후 7:16:54,TRY,Reconnection
2024-09-08 오후 7:16:54,EV_Vibe13번,Opened
2024-09-08 오후 7:17:06,EV_Fiber13번,Connecting
2024-09-08 오후 7:17:06,TRY,Reconnection
2024-09-08 오후 7:17:06,EV_Vibe13번,Opened
2024-09-08 오후 7:17:18,EV_Fiber13번,Connecting
2024-09-08 오후 7:17:18,TRY,Reconnection
2024-09-08 오후 7:17:18,EV_Vibe13번,Opened
2024-09-08 오후 7:17:30,EV_Fiber13번,Connecting
2024-09-08 오후 7:17:30,TRY,Reconnection
2024-09-08 오후 7:17:30,EV_Vibe13번,Opened
2024-09-08 오후 7:17:42,EV_Fiber13번,Connecting
2024-09-08 오후 7:17:42,TRY,Reconnection
2024-09-08 오후 7:17:42,EV_Vibe13번,Opened
2024-09-08 오후 7:17:54,EV_Fiber13번,Connecting
2024-09-08 오후 7:17:54,TRY,Reconnection
2024-09-08 오후 7:17:54,EV_Vibe13번,Opened
2024-09-08 오후 7:18:06,EV_Fiber13번,Connecting
2024-09-08 오후 7:18:06,TRY,Reconnection
2024-09-08 오후 7:18:06,EV_Vibe13번,Opened
2024-09-08 오후 7:18:18,EV_Fiber13번,Connecting
2024-09-08 오후 7:18:18,TRY,Reconnection
2024-09-08 오후 7:18:18,EV_Vibe13번,Opened
2024-09-08 오후 7:18:30,EV_Fiber13번,Connecting
2024-09-08 오후 7:18:30,TRY,Reconnection
2024-09-08 오후 7:18:30,EV_Vibe13번,Opened
2024-09-08 오후 7:18:42,EV_Fiber13번,Connecting
2024-09-08 오후 7:18:42,TRY,Reconnection
2024-09-08 오후 7:18:42,EV_Vibe13번,Opened
2024-09-08 오후 7:18:54,EV_Fiber13번,Connecting
2024-09-08 오후 7:18:54,TRY,Reconnection
2024-09-08 오후 7:18:54,EV_Vibe13번,Opened
2024-09-08 오후 7:19:06,EV_Fiber13번,Connecting
2024-09-08 오후 7:19:06,TRY,Reconnection
2024-09-08 오후 7:19:06,EV_Vibe13번,Opened
2024-09-08 오후 7:19:18,EV_Fiber13번,Connecting
2024-09-08 오후 7:19:18,TRY,Reconnection
2024-09-08 오후 7:19:18,EV_Vibe13번,Opened
2024-09-08 오후 7:19:30,EV_Fiber13번,Connecting
2024-09-08 오후 7:19:30,TRY,Reconnection
2024-09-08 오후 7:19:30,EV_Vibe13번,Opened
2024-09-08 오후 7:19:42,EV_Fiber13번,Connecting
2024-09-08 오후 7:19:42,TRY,Reconnection
2024-09-08 오후 7:19:42,EV_Vibe13번,Opened
2024-09-08 오후 7:19:54,EV_Fiber13번,Connecting
2024-09-08 오후 7:19:54,TRY,Reconnection
2024-09-08 오후 7:19:54,EV_Vibe13번,Opened
2024-09-08 오후 7:20:06,EV_Fiber13번,Connecting
2024-09-08 오후 7:20:06,TRY,Reconnection
2024-09-08 오후 7:20:06,EV_Vibe13번,Opened
2024-09-08 오후 7:20:18,EV_Fiber13번,Connecting
2024-09-08 오후 7:20:18,TRY,Reconnection
2024-09-08 오후 7:20:18,EV_Vibe13번,Opened
2024-09-08 오후 7:20:30,EV_Fiber13번,Connecting
2024-09-08 오후 7:20:30,TRY,Reconnection
2024-09-08 오후 7:20:30,EV_Vibe13번,Opened
2024-09-08 오후 7:20:42,EV_Fiber13번,Connecting
2024-09-08 오후 7:20:42,TRY,Reconnection
2024-09-08 오후 7:20:42,EV_Vibe13번,Opened
2024-09-08 오후 7:20:54,EV_Fiber13번,Connecting
2024-09-08 오후 7:20:54,TRY,Reconnection
2024-09-08 오후 7:20:54,EV_Vibe13번,Opened
2024-09-08 오후 7:21:06,EV_Fiber13번,Connecting
2024-09-08 오후 7:21:06,TRY,Reconnection
2024-09-08 오후 7:21:06,EV_Vibe13번,Opened
2024-09-08 오후 7:21:18,EV_Fiber13번,Connecting
2024-09-08 오후 7:21:18,TRY,Reconnection
2024-09-08 오후 7:21:18,EV_Vibe13번,Opened
2024-09-08 오후 7:21:30,EV_Fiber13번,Connecting
2024-09-08 오후 7:21:30,TRY,Reconnection
2024-09-08 오후 7:21:30,EV_Vibe13번,Opened
2024-09-08 오후 7:21:42,EV_Fiber13번,Connecting
2024-09-08 오후 7:21:42,TRY,Reconnection
2024-09-08 오후 7:21:42,EV_Vibe13번,Opened
2024-09-08 오후 7:21:54,EV_Fiber13번,Connecting
2024-09-08 오후 7:21:54,TRY,Reconnection
2024-09-08 오후 7:21:54,EV_Vibe13번,Opened
2024-09-08 오후 7:22:06,EV_Fiber13번,Connecting
2024-09-08 오후 7:22:06,TRY,Reconnection
2024-09-08 오후 7:22:06,EV_Vibe13번,Opened
2024-09-08 오후 7:22:18,EV_Fiber13번,Connecting
2024-09-08 오후 7:22:18,TRY,Reconnection
2024-09-08 오후 7:22:18,EV_Vibe13번,Opened
2024-09-08 오후 7:22:30,EV_Fiber13번,Connecting
2024-09-08 오후 7:22:30,TRY,Reconnection
2024-09-08 오후 7:22:30,EV_Vibe13번,Opened
2024-09-08 오후 7:22:42,EV_Fiber13번,Connecting
2024-09-08 오후 7:22:42,TRY,Reconnection
2024-09-08 오후 7:22:42,EV_Vibe13번,Opened
2024-09-08 오후 7:22:54,EV_Fiber13번,Connecting
2024-09-08 오후 7:22:54,TRY,Reconnection
2024-09-08 오후 7:22:54,EV_Vibe13번,Opened
2024-09-08 오후 7:23:06,EV_Fiber13번,Connecting
2024-09-08 오후 7:23:06,TRY,Reconnection
2024-09-08 오후 7:23:06,EV_Vibe13번,Opened
2024-09-08 오후 7:23:18,EV_Fiber13번,Connecting
2024-09-08 오후 7:23:18,TRY,Reconnection
2024-09-08 오후 7:23:18,EV_Vibe13번,Opened
2024-09-08 오후 7:23:30,EV_Fiber13번,Connecting
2024-09-08 오후 7:23:30,TRY,Reconnection
2024-09-08 오후 7:23:30,EV_Vibe13번,Opened
2024-09-08 오후 7:23:42,EV_Fiber13번,Connecting
2024-09-08 오후 7:23:42,TRY,Reconnection
2024-09-08 오후 7:23:42,EV_Vibe13번,Opened
2024-09-08 오후 7:23:54,EV_Fiber13번,Connecting
2024-09-08 오후 7:23:54,TRY,Reconnection
2024-09-08 오후 7:23:54,EV_Vibe13번,Opened
2024-09-08 오후 7:24:06,EV_Fiber13번,Connecting
2024-09-08 오후 7:24:06,TRY,Reconnection
2024-09-08 오후 7:24:06,EV_Vibe13번,Opened
2024-09-08 오후 7:24:18,EV_Fiber13번,Connecting
2024-09-08 오후 7:24:18,TRY,Reconnection
2024-09-08 오후 7:24:18,EV_Vibe13번,Opened
2024-09-08 오후 7:24:30,EV_Fiber13번,Connecting
2024-09-08 오후 7:24:30,TRY,Reconnection
2024-09-08 오후 7:24:30,EV_Vibe13번,Opened
2024-09-08 오후 7:24:42,EV_Fiber13번,Connecting
2024-09-08 오후 7:24:42,TRY,Reconnection
2024-09-08 오후 7:24:42,EV_Vibe13번,Opened
2024-09-08 오후 7:24:54,EV_Fiber13번,Connecting
2024-09-08 오후 7:24:54,TRY,Reconnection
2024-09-08 오후 7:24:54,EV_Vibe13번,Opened
2024-09-08 오후 7:25:06,EV_Fiber13번,Connecting
2024-09-08 오후 7:25:06,TRY,Reconnection
2024-09-08 오후 7:25:06,EV_Vibe13번,Opened
2024-09-08 오후 7:25:19,EV_Fiber13번,Connecting
2024-09-08 오후 7:25:19,TRY,Reconnection
2024-09-08 오후 7:25:19,EV_Vibe13번,Opened
2024-09-08 오후 7:25:30,EV_Fiber13번,Connecting
2024-09-08 오후 7:25:30,TRY,Reconnection
2024-09-08 오후 7:25:30,EV_Vibe13번,Opened
2024-09-08 오후 7:25:44,EV_Fiber13번,Connecting
2024-09-08 오후 7:25:44,TRY,Reconnection
2024-09-08 오후 7:25:44,EV_Vibe13번,Opened
2024-09-08 오후 7:25:56,EV_Fiber13번,Connecting
2024-09-08 오후 7:25:56,TRY,Reconnection
2024-09-08 오후 7:25:56,EV_Vibe13번,Opened
2024-09-08 오후 7:26:08,EV_Fiber13번,Connecting
2024-09-08 오후 7:26:08,TRY,Reconnection
2024-09-08 오후 7:26:08,EV_Vibe13번,Opened
2024-09-08 오후 7:26:20,EV_Fiber13번,Connecting
2024-09-08 오후 7:26:20,TRY,Reconnection
2024-09-08 오후 7:26:20,EV_Vibe13번,Opened
2024-09-08 오후 7:26:32,EV_Fiber13번,Connecting
2024-09-08 오후 7:26:32,TRY,Reconnection
2024-09-08 오후 7:26:32,EV_Vibe13번,Opened
2024-09-08 오후 7:26:44,EV_Fiber13번,Connecting
2024-09-08 오후 7:26:44,TRY,Reconnection
2024-09-08 오후 7:26:44,EV_Vibe13번,Opened
2024-09-08 오후 7:26:56,EV_Fiber13번,Connecting
2024-09-08 오후 7:26:56,TRY,Reconnection
2024-09-08 오후 7:26:56,EV_Vibe13번,Opened
2024-09-08 오후 7:27:08,EV_Fiber13번,Connecting
2024-09-08 오후 7:27:08,TRY,Reconnection
2024-09-08 오후 7:27:08,EV_Vibe13번,Opened
2024-09-08 오후 7:27:20,EV_Fiber13번,Connecting
2024-09-08 오후 7:27:20,TRY,Reconnection
2024-09-08 오후 7:27:20,EV_Vibe13번,Opened
2024-09-08 오후 7:27:32,EV_Fiber13번,Connecting
